/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/bin/java -Didea.launcher.port=7544 "-Didea.launcher.bin.path=/Applications/IntelliJ IDEA 14.app/Contents/bin" -Dfile.encoding=UTF-8 -classpath "/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/ant-javafx.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/dt.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/javafx-doclet.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/javafx-mx.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/jconsole.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/sa-jdi.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/tools.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/charsets.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/deploy.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/htmlconverter.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/javaws.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jce.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jfr.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jfxrt.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jsse.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/management-agent.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/plugin.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/resources.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/rt.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/dnsns.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/localedata.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/sunec.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/sunjce_provider.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/sunpkcs11.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/zipfs.jar:/Users/hiranya/Projects/eager/impl/eager-appscale/Eager/eager-static-analyzer/target/classes:/Users/hiranya/.m2/repository/javax/mail/mail/1.4.3/mail-1.4.3.jar:/Users/hiranya/.m2/repository/javax/activation/activation/1.1.1/activation-1.1.1.jar:/Users/hiranya/.m2/repository/org/apache/httpcomponents/httpclient/4.3.5/httpclient-4.3.5.jar:/Users/hiranya/.m2/repository/org/apache/httpcomponents/httpcore/4.3.2/httpcore-4.3.2.jar:/Users/hiranya/.m2/repository/commons-logging/commons-logging/1.1.3/commons-logging-1.1.3.jar:/Users/hiranya/.m2/repository/commons-codec/commons-codec/1.6/commons-codec-1.6.jar:/Users/hiranya/.m2/repository/junit/junit/3.8/junit-3.8.jar:/Users/hiranya/.m2/repository/soot/soot/2.5.0/soot-2.5.0.jar:/Users/hiranya/.m2/repository/commons-cli/commons-cli/1.2/commons-cli-1.2.jar:/Users/hiranya/.m2/repository/org/json/json/20140107/json-20140107.jar:/Applications/IntelliJ IDEA 14.app/Contents/lib/idea_rt.jar" com.intellij.rt.execution.application.AppMain edu.ucsb.cs.eager.sa.kitty.KittySLAEvolutionAnalyzer -ccp /Users/hiranya/Projects/eager/impl/eager-appscale/Eager/student-info/target/student-info-1.0-SNAPSHOT/WEB-INF/classes -c edu.ucsb.cs.StudentResource -m deleteStudent -me 10 -s http://localhost:8081 -wp -q 0.95 -bf /Users/hiranya/Projects/eager/impl/eager-appscale/Eager/eager-static-analyzer/results/apps/exp23/delete.txt -ai -vt 0.2
Warning: com.google.appengine.api.datastore.Entity is a phantom class!
Warning: javax.ws.rs.GET is a phantom class!
Warning: com.google.appengine.api.datastore.FetchOptions is a phantom class!
Warning: javax.ws.rs.POST is a phantom class!
Warning: com.google.appengine.api.datastore.Key is a phantom class!
Warning: com.google.appengine.api.datastore.PreparedQuery is a phantom class!
Warning: com.google.appengine.api.datastore.EntityNotFoundException is a phantom class!
Warning: javax.ws.rs.Produces is a phantom class!
Warning: javax.ws.rs.DELETE is a phantom class!
Warning: javax.ws.rs.core.Response is a phantom class!
Warning: javax.ws.rs.Path is a phantom class!
Warning: javax.ws.rs.PathParam is a phantom class!
Warning: com.google.appengine.api.datastore.DatastoreService is a phantom class!
Warning: com.google.appengine.api.datastore.FetchOptions$Builder is a phantom class!
Warning: com.google.appengine.api.datastore.KeyFactory is a phantom class!
Warning: javax.ws.rs.FormParam is a phantom class!
Warning: com.google.appengine.api.datastore.Query is a phantom class!
Warning: com.google.appengine.api.datastore.DatastoreServiceFactory is a phantom class!
Warning: javax.ws.rs.core.Response$ResponseBuilder is a phantom class!
Warning: java.dyn.InvokeDynamic is a phantom class!

[sla][offset] timestamp prediction timeToViolation(h) violationDelta
[sla] 0 1422135471972   121 141.50   
[sla] 1 1422135536267   121 141.48   
[sla] 2 1422135600090   121 141.46   
[sla] 3 1422135664515   121 141.44   
[sla] 4 1422135729048   121 141.43   
[sla] 5 1422135794116   121 141.41   
[sla] 6 1422135859387   121 141.39   
[sla] 7 1422135924704   121 141.37   
[sla] 8 1422135990138   121 141.35   
[sla] 9 1422136054994   121 141.34   
[sla] 10 1422136120284   121 141.32   
[sla] 11 1422136185086   121 141.30   
[sla] 12 1422136249609   121 141.28   
[sla] 13 1422136315406   121 141.26   
[sla] 14 1422136381247   121 141.25   
[sla] 15 1422136447066   121 141.23   
[sla] 16 1422136512855   121 141.21   
[sla] 17 1422136578238   121 141.19   
[sla] 18 1422136643816   121 141.17   
[sla] 19 1422136709600   121 141.15   
[sla] 20 1422136774866   121 141.14   
[sla] 21 1422136840448   121 141.12   
[sla] 22 1422136905693   121 141.10   
[sla] 23 1422136970530   121 141.08   
[sla] 24 1422137035180   121 141.06   
[sla] 25 1422137100129   121 141.05   
[sla] 26 1422137164634   121 141.03   
[sla] 27 1422137229783   121 141.01   
[sla] 28 1422137294837   121 140.99   
[sla] 29 1422137360366   121 140.97   
[sla] 30 1422137425456   121 140.96   
[sla] 31 1422137490523   121 140.94   
[sla] 32 1422137555975   121 140.92   
[sla] 33 1422137621658   121 140.90   
[sla] 34 1422137686241   121 140.88   
[sla] 35 1422137751759   121 140.86   
[sla] 36 1422137816717   121 140.85   
[sla] 37 1422137881911   121 140.83   
[sla] 38 1422137947027   121 140.81   
[sla] 39 1422138012243   121 140.79   
[sla] 40 1422138076645   121 140.77   
[sla] 41 1422138142237   121 140.76   
[sla] 42 1422138207844   121 140.74   
[sla] 43 1422138273149   121 140.72   
[sla] 44 1422138338346   121 140.70   
[sla] 45 1422138403871   121 140.68   
[sla] 46 1422138469290   121 140.67   
[sla] 47 1422138534442   121 140.65   
[sla] 48 1422138599547   121 140.63   
[sla] 49 1422138665125   121 140.61   
[sla] 50 1422138730319   121 140.59   
[sla] 51 1422138795568   121 140.57   
[sla] 52 1422138860670   121 140.56   
[sla] 53 1422138926487   121 140.54   
[sla] 54 1422138991652   121 140.52   
[sla] 55 1422139055328   121 140.50   
[sla] 56 1422139191097   121 140.46   
[sla] 57 1422139255196   121 140.45   
[sla] 58 1422139319982   121 140.43   
[sla] 59 1422139383849   121 140.41   
[sla] 60 1422139447956   121 140.39   
[sla] 61 1422139512156   121 140.38   
[sla] 62 1422139577790   121 140.36   
[sla] 63 1422139643193   121 140.34   
[sla] 64 1422139709084   121 140.32   
[sla] 65 1422139774623   121 140.30   
[sla] 66 1422139840702   120 140.28   
[sla] 67 1422139906054   120 140.27   
[sla] 68 1422139971002   120 140.25   
[sla] 69 1422140035350   120 140.23   
[sla] 70 1422140099804   120 140.21   
[sla] 71 1422140164509   120 140.19   
[sla] 72 1422140229446   120 140.18   
[sla] 73 1422140294470   120 140.16   
[sla] 74 1422140358789   120 140.14   
[sla] 75 1422140423856   120 140.12   
[sla] 76 1422140488801   120 140.10   
[sla] 77 1422140552963   120 140.09   
[sla] 78 1422140616812   120 140.07   
[sla] 79 1422140681503   120 140.05   
[sla] 80 1422140745676   120 140.03   
[sla] 81 1422140810907   120 140.01   
[sla] 82 1422140875062   120 140.00   
[sla] 83 1422140940108   120 139.98   
[sla] 84 1422141005719   120 139.96   
[sla] 85 1422141070786   120 139.94   
[sla] 86 1422141135828   120 139.92   
[sla] 87 1422141201358   120 139.91   
[sla] 88 1422141267278   120 139.89   
[sla] 89 1422141332992   118 139.87   
[sla] 90 1422141398608   118 139.85   
[sla] 91 1422141464179   118 139.83   
[sla] 92 1422141529478   118 139.82   
[sla] 93 1422141594726   118 139.80   
[sla] 94 1422141659836   118 139.78   
[sla] 95 1422141725415   118 139.76   
[sla] 96 1422141791111   118 139.74   
[sla] 97 1422141856877   118 139.72   
[sla] 98 1422141922444   118 139.71   
[sla] 99 1422141988270   118 139.69   
[sla] 100 1422142053805   118 139.67   
[sla] 101 1422142119511   118 139.65   
[sla] 102 1422142184288   118 139.63   
[sla] 103 1422142248302   118 139.62   
[sla] 104 1422142312311   120 139.60   
[sla] 105 1422142376557   120 139.58   
[sla] 106 1422142441447   120 139.56   
[sla] 107 1422142506582   120 139.54   
[sla] 108 1422142571493   120 139.53   
[sla] 109 1422142636497   120 139.51   
[sla] 110 1422142701778   120 139.49   
[sla] 111 1422142767594   118 139.47   
[sla] 112 1422142832323   118 139.45   
[sla] 113 1422142897733   118 139.44   
[sla] 114 1422142962593   118 139.42   
[sla] 115 1422143027615   118 139.40   
[sla] 116 1422143092694   118 139.38   
[sla] 117 1422143157510   118 139.36   
[sla] 118 1422143222667   118 139.34   
[sla] 119 1422143288039   118 139.33   
[sla] 120 1422143353603   118 139.31   
[sla] 121 1422143418871   118 139.29   
[sla] 122 1422143484600   118 139.27   
[sla] 123 1422143550228   118 139.25   
[sla] 124 1422143615247   118 139.24   
[sla] 125 1422143680737   118 139.22   
[sla] 126 1422143744966   118 139.20   
[sla] 127 1422143808568   118 139.18   
[sla] 128 1422143872408   118 139.16   
[sla] 129 1422143936396   118 139.15   
[sla] 130 1422144000261   118 139.13   
[sla] 131 1422144064374   118 139.11   
[sla] 132 1422144129215   118 139.09   
[sla] 133 1422144193248   116 139.08   
[sla] 134 1422144257840   116 139.06   
[sla] 135 1422144323801   116 139.04   
[sla] 136 1422144389527   116 139.02   
[sla] 137 1422144454305   116 139.00   
[sla] 138 1422144518598   116 138.98   
[sla] 139 1422144583787   116 138.97   
[sla] 140 1422144649051   116 138.95   
[sla] 141 1422144714185   116 138.93   
[sla] 142 1422144779592   116 138.91   
