/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/bin/java -Didea.launcher.port=7533 "-Didea.launcher.bin.path=/Applications/IntelliJ IDEA 12.app/bin" -Dfile.encoding=UTF-8 -classpath "/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/ant-javafx.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/dt.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/javafx-doclet.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/javafx-mx.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/jconsole.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/sa-jdi.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/tools.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/charsets.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/deploy.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/htmlconverter.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/javaws.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jce.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jfr.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jfxrt.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jsse.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/management-agent.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/plugin.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/resources.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/rt.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/dnsns.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/localedata.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/sunec.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/sunjce_provider.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/sunpkcs11.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/zipfs.jar:/Users/hiranya/Projects/eager/impl/eager-appscale/Eager/eager-static-analyzer/target/classes:/Users/hiranya/.m2/repository/javax/mail/mail/1.4.3/mail-1.4.3.jar:/Users/hiranya/.m2/repository/javax/activation/activation/1.1.1/activation-1.1.1.jar:/Users/hiranya/.m2/repository/org/apache/httpcomponents/httpclient/4.3.5/httpclient-4.3.5.jar:/Users/hiranya/.m2/repository/org/apache/httpcomponents/httpcore/4.3.2/httpcore-4.3.2.jar:/Users/hiranya/.m2/repository/commons-logging/commons-logging/1.1.3/commons-logging-1.1.3.jar:/Users/hiranya/.m2/repository/commons-codec/commons-codec/1.6/commons-codec-1.6.jar:/Users/hiranya/.m2/repository/junit/junit/3.8/junit-3.8.jar:/Users/hiranya/.m2/repository/soot/soot/2.5.0/soot-2.5.0.jar:/Users/hiranya/.m2/repository/commons-cli/commons-cli/1.2/commons-cli-1.2.jar:/Users/hiranya/.m2/repository/org/json/json/20140107/json-20140107.jar:/Applications/IntelliJ IDEA 12.app/lib/idea_rt.jar" com.intellij.rt.execution.application.AppMain edu.ucsb.cs.eager.sa.kitty.Kitty -ccp /Users/hiranya/Projects/eager/sandbox/github/App-Engine-Java-Mapper-API-demos/war/WEB-INF/classes -c com.ikai.mapperdemo.servlets.AddCommentServlet -s http://localhost:8081 -wp -q 0.95 -st 1422483875725 -en 1422566402191
Warning: javax.servlet.http.HttpServlet is a phantom class!
Warning: com.google.appengine.api.datastore.Entity is a phantom class!
Warning: com.google.appengine.api.datastore.Key is a phantom class!
Warning: javax.servlet.http.HttpServletRequest is a phantom class!
Warning: com.google.appengine.api.datastore.DatastoreService is a phantom class!
Warning: com.google.appengine.api.datastore.KeyFactory is a phantom class!
Warning: com.google.appengine.api.datastore.EntityNotFoundException is a phantom class!
Warning: javax.servlet.http.HttpServletResponse is a phantom class!
Warning: com.google.appengine.api.datastore.DatastoreServiceFactory is a phantom class!
Warning: javax.servlet.ServletOutputStream is a phantom class!
Warning: java.dyn.InvokeDynamic is a phantom class!

Retrieving time series data for 2 API calls...
Retrieved time series length: 1376
Time range: 1422483875725 - 1422566402191

<init>
======
No paths with API calls found.

doGet
=====
1 path with API calls found.
1 unique path with API calls found.

Path: 0
-------
API Calls: bm_datastore_get
Minimum acceptable time series length: 69
Number of data points analyzed: 1308
Calculating quantiles for: bm_datastore_get (q = 0.95; c = 0.05)

[trace][method][path] index p1 p2 current  success success_rate
[trace][doGet][0]   68   11   11    9  N/A   N/A    
[trace][doGet][0]   69   11   11    9  true  100.0000
[trace][doGet][0]   70   11   11   11  false 50.0000
[trace][doGet][0]   71   11   11   10  true  66.6667
[trace][doGet][0]   72   11   11    8  true  75.0000
[trace][doGet][0]   73   11   11    9  true  80.0000
[trace][doGet][0]   74   11   11   13  false 66.6667
[trace][doGet][0]   75   13   13    9  true  71.4286
[trace][doGet][0]   76   13   13    8  true  75.0000
[trace][doGet][0]   77   13   13    9  true  77.7778
[trace][doGet][0]   78   13   13    9  true  80.0000
[trace][doGet][0]   79   13   13    8  true  81.8182
[trace][doGet][0]   80   13   13   10  true  83.3333
[trace][doGet][0]   81   13   13    8  true  84.6154
[trace][doGet][0]   82   13   13   10  true  85.7143
[trace][doGet][0]   83   13   13    9  true  86.6667
[trace][doGet][0]   84   13   13    9  true  87.5000
[trace][doGet][0]   85   13   13    9  true  88.2353
[trace][doGet][0]   86   13   13    8  true  88.8889
[trace][doGet][0]   87   13   13    9  true  89.4737
[trace][doGet][0]   88   13   13   10  true  90.0000
[trace][doGet][0]   89   13   13    7  true  90.4762
[trace][doGet][0]   90   13   13   10  true  90.9091
[trace][doGet][0]   91   13   13   10  true  91.3043
[trace][doGet][0]   92   13   13   10  true  91.6667
[trace][doGet][0]   93   13   13    9  true  92.0000
[trace][doGet][0]   94   13   13    9  true  92.3077
[trace][doGet][0]   95   13   13    8  true  92.5926
[trace][doGet][0]   96   13   13    8  true  92.8571
[trace][doGet][0]   97   13   13    9  true  93.1034
[trace][doGet][0]   98   13   13    8  true  93.3333
[trace][doGet][0]   99   13   13    7  true  93.5484
[trace][doGet][0]  100   13   13    9  true  93.7500
[trace][doGet][0]  101   13   13    8  true  93.9394
[trace][doGet][0]  102   13   13   10  true  94.1176
[trace][doGet][0]  103   13   13    9  true  94.2857
[trace][doGet][0]  104   13   13    9  true  94.4444
[trace][doGet][0]  105   13   13    9  true  94.5946
[trace][doGet][0]  106   13   13   10  true  94.7368
[trace][doGet][0]  107   13   13   11  true  94.8718
[trace][doGet][0]  108   13   13    8  true  95.0000
[trace][doGet][0]  109   13   13    8  true  95.1220
[trace][doGet][0]  110   13   13    8  true  95.2381
[trace][doGet][0]  111   13   13    8  true  95.3488
[trace][doGet][0]  112   13   13   13  false 93.1818
[trace][doGet][0]  113   13   13    8  true  93.3333
[trace][doGet][0]  114   13   13   10  true  93.4783
[trace][doGet][0]  115   13   13   12  true  93.6170
[trace][doGet][0]  116   13   13    9  true  93.7500
[trace][doGet][0]  117   13   13    9  true  93.8776
[trace][doGet][0]  118   13   13   13  false 92.0000
[trace][doGet][0]  119   13   13    9  true  92.1569
[trace][doGet][0]  120   13   13   10  true  92.3077
[trace][doGet][0]  121   13   13    8  true  92.4528
[trace][doGet][0]  122   13   13   10  true  92.5926
[trace][doGet][0]  123   13   13    8  true  92.7273
[trace][doGet][0]  124   13   13    9  true  92.8571
[trace][doGet][0]  125   13   13    9  true  92.9825
[trace][doGet][0]  126   13   13    9  true  93.1034
[trace][doGet][0]  127   13   13    9  true  93.2203
[trace][doGet][0]  128   13   13    9  true  93.3333
[trace][doGet][0]  129   13   13   12  true  93.4426
[trace][doGet][0]  130   13   13   17  false 91.9355
[trace][doGet][0]  131   13   13   16  false 90.4762
[trace][doGet][0]  132   16   16   10  true  90.6250
[trace][doGet][0]  133   16   16    9  true  90.7692
[trace][doGet][0]  134   16   16   10  true  90.9091
[trace][doGet][0]  135   16   16    8  true  91.0448
[trace][doGet][0]  136   16   16   10  true  91.1765
[trace][doGet][0]  137   16   16   16  false 89.8551
[trace][doGet][0]  138   16   16    9  true  90.0000
[trace][doGet][0]  139   16   16   33  false 88.7324
[trace][doGet][0]  140   17   17   10  true  88.8889
[trace][doGet][0]  141   17   17    9  true  89.0411
[trace][doGet][0]  142   17   17   11  true  89.1892
[trace][doGet][0]  143   17   17   10  true  89.3333
[trace][doGet][0]  144   17   17   10  true  89.4737
[trace][doGet][0]  145   17   17   10  true  89.6104
[trace][doGet][0]  146   17   17   10  true  89.7436
[trace][doGet][0]  147   17   17   11  true  89.8734
[trace][doGet][0]  148   17   17    8  true  90.0000
[trace][doGet][0]  149   17   17    8  true  90.1235
[trace][doGet][0]  150   17   17    9  true  90.2439
[trace][doGet][0]  151   17   17   10  true  90.3614
[trace][doGet][0]  152   16   16    9  true  90.4762
[trace][doGet][0]  153   16   16   46  false 89.4118
[trace][doGet][0]  154   17   17    9  true  89.5349
[trace][doGet][0]  155   17   17   12  true  89.6552
[trace][doGet][0]  156   17   17    7  true  89.7727
[trace][doGet][0]  157   17   17    9  true  89.8876
[trace][doGet][0]  158   17   17    9  true  90.0000
[trace][doGet][0]  159   17   17    8  true  90.1099
[trace][doGet][0]  160   17   17   11  true  90.2174
