/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/bin/java -Didea.launcher.port=7535 "-Didea.launcher.bin.path=/Applications/IntelliJ IDEA 14.app/Contents/bin" -Dfile.encoding=UTF-8 -classpath "/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/ant-javafx.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/dt.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/javafx-doclet.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/javafx-mx.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/jconsole.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/sa-jdi.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/tools.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/charsets.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/deploy.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/htmlconverter.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/javaws.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jce.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jfr.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jfxrt.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jsse.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/management-agent.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/plugin.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/resources.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/rt.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/dnsns.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/localedata.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/sunec.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/sunjce_provider.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/sunpkcs11.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/zipfs.jar:/Users/hiranya/Projects/eager/impl/eager-appscale/Eager/eager-static-analyzer/target/classes:/Users/hiranya/.m2/repository/javax/mail/mail/1.4.3/mail-1.4.3.jar:/Users/hiranya/.m2/repository/javax/activation/activation/1.1.1/activation-1.1.1.jar:/Users/hiranya/.m2/repository/org/apache/httpcomponents/httpclient/4.3.5/httpclient-4.3.5.jar:/Users/hiranya/.m2/repository/org/apache/httpcomponents/httpcore/4.3.2/httpcore-4.3.2.jar:/Users/hiranya/.m2/repository/commons-logging/commons-logging/1.1.3/commons-logging-1.1.3.jar:/Users/hiranya/.m2/repository/commons-codec/commons-codec/1.6/commons-codec-1.6.jar:/Users/hiranya/.m2/repository/junit/junit/3.8/junit-3.8.jar:/Users/hiranya/.m2/repository/soot/soot/2.5.0/soot-2.5.0.jar:/Users/hiranya/.m2/repository/commons-cli/commons-cli/1.2/commons-cli-1.2.jar:/Users/hiranya/.m2/repository/org/json/json/20140107/json-20140107.jar:/Applications/IntelliJ IDEA 14.app/Contents/lib/idea_rt.jar" com.intellij.rt.execution.application.AppMain edu.ucsb.cs.eager.sa.kitty.KittySLAEvolutionAnalyzer -ccp /Users/hiranya/Projects/eager/sandbox/cs263/adabra/target/classes -c cs263project.cs263project.RoomRestApi -m getRoomInCityWithName -me 10 -s http://localhost:8081 -wp -q 0.95 -bf /Users/hiranya/Projects/eager/impl/eager-appscale/Eager/eager-static-analyzer/results/apps/exp33/getRoomInCityWithName.txt -ai
Warning: com.google.appengine.api.datastore.Entity is a phantom class!
Warning: javax.ws.rs.GET is a phantom class!
Warning: com.google.appengine.api.datastore.FetchOptions is a phantom class!
Warning: javax.ws.rs.POST is a phantom class!
Warning: com.google.appengine.api.datastore.Key is a phantom class!
Warning: com.google.appengine.api.memcache.ErrorHandlers is a phantom class!
Warning: com.google.gson.JsonSyntaxException is a phantom class!
Warning: com.google.appengine.api.taskqueue.QueueFactory is a phantom class!
Warning: com.google.appengine.api.datastore.PreparedQuery is a phantom class!
Warning: com.google.appengine.api.taskqueue.TaskHandle is a phantom class!
Warning: com.google.gson.Gson is a phantom class!
Warning: com.google.appengine.api.datastore.EntityNotFoundException is a phantom class!
Warning: com.google.appengine.api.memcache.MemcacheService is a phantom class!
Warning: com.google.appengine.api.memcache.MemcacheServiceFactory is a phantom class!
Warning: com.google.appengine.api.taskqueue.Queue is a phantom class!
Warning: javax.ws.rs.Produces is a phantom class!
Warning: com.google.appengine.api.memcache.LogAndContinueErrorHandler is a phantom class!
Warning: com.google.appengine.api.taskqueue.TaskOptions$Builder is a phantom class!
Warning: javax.ws.rs.core.Response is a phantom class!
Warning: com.google.appengine.api.datastore.KeyFactory$Builder is a phantom class!
Warning: javax.ws.rs.Path is a phantom class!
Warning: javax.ws.rs.PathParam is a phantom class!
Warning: com.google.appengine.api.datastore.FetchOptions$Builder is a phantom class!
Warning: com.google.appengine.api.datastore.DatastoreService is a phantom class!
Warning: com.google.appengine.api.memcache.ErrorHandler is a phantom class!
Warning: com.google.appengine.api.taskqueue.TaskOptions is a phantom class!
Warning: com.google.appengine.api.datastore.KeyFactory is a phantom class!
Warning: javax.ws.rs.core.Response$Status is a phantom class!
Warning: com.google.appengine.api.datastore.Query is a phantom class!
Warning: com.google.appengine.api.datastore.GeoPt is a phantom class!
Warning: com.google.appengine.api.datastore.DatastoreServiceFactory is a phantom class!
Warning: javax.ws.rs.Consumes is a phantom class!
Warning: javax.ws.rs.core.Response$ResponseBuilder is a phantom class!
Warning: java.dyn.InvokeDynamic is a phantom class!

[sla][offset] timestamp prediction timeToViolation(h)
[sla] 0 1424480753919    39 140.33  
[sla] 1 1424480818473    39 140.31  
[sla] 2 1424480883993    39 140.29  
[sla] 3 1424480948374    39 140.28  
[sla] 4 1424481012432    39 140.26  
[sla] 5 1424481076404    39 140.24  
[sla] 6 1424481141008    39 140.22  
[sla] 7 1424481205033    39 140.21  
[sla] 8 1424481268423    39 140.19  
[sla] 9 1424481331938    39 140.17  
[sla] 10 1424481395672    34 140.15  
[sla] 11 1424481459796    34 140.13  
[sla] 12 1424481524050    34 140.12  
[sla] 13 1424481588016    34 140.10  
[sla] 14 1424481652030    34 140.08  
[sla] 15 1424481715473    34 140.06  
[sla] 16 1424481779359    34 140.05  
[sla] 17 1424481843093    34 140.03  
[sla] 18 1424481907566    34 140.01  
[sla] 19 1424481971494    34 139.99  
[sla] 20 1424482035188    34 139.97  
[sla] 21 1424482099250    34 139.96  
[sla] 22 1424482163278    34 139.94  
[sla] 23 1424482226748    34 139.92  
[sla] 24 1424482290389    34 139.90  
[sla] 25 1424482354155    34 139.89  
[sla] 26 1424482418723    34 139.87  
[sla] 27 1424482482589    34 139.85  
[sla] 28 1424482546410    34 139.83  
[sla] 29 1424482610627    34 139.82  
[sla] 30 1424482673971    34 139.80  
[sla] 31 1424482738324    34 139.78  
[sla] 32 1424482802118    34 139.76  
[sla] 33 1424482865600    33 139.74  
[sla] 34 1424482929001    33 139.73  
[sla] 35 1424482999076    33 139.71  
[sla] 36 1424483063177    33 139.69  
[sla] 37 1424483126762    33 139.67  
[sla] 38 1424483190225    33 139.65  
[sla] 39 1424483253595    33 139.64  
[sla] 40 1424483318311    33 139.62  
[sla] 41 1424483383700    33 139.60  
[sla] 42 1424483448631    33 139.58  
[sla] 43 1424483513207    33 139.56  
[sla] 44 1424483578405    33 139.55  
[sla] 45 1424483642805    33 139.53  
[sla] 46 1424483707797    33 139.51  
[sla] 47 1424483771697    33 139.49  
[sla] 48 1424483836062    33 139.47  
[sla] 49 1424483902903    33 139.46  
[sla] 50 1424483966593    33 139.44  
[sla] 51 1424484030522    33 139.42  
[sla] 52 1424484094269    33 139.40  
[sla] 53 1424484157756    33 139.39  
[sla] 54 1424484221505    33 139.37  
[sla] 55 1424484285565    33 139.35  
[sla] 56 1424484349178    33 139.33  
[sla] 57 1424484412711    33 139.31  
[sla] 58 1424484476158    33 139.30  
[sla] 59 1424484540011    33 139.28  
[sla] 60 1424484604800    33 139.26  
[sla] 61 1424484668597    33 139.24  
[sla] 62 1424484732857    33 139.23  
[sla] 63 1424484796237    33 139.21  
[sla] 64 1424484860061    33 139.19  
[sla] 65 1424484924183    33 139.17  
[sla] 66 1424484988947    33 139.15  
[sla] 67 1424485052852    33 139.14  
[sla] 68 1424485116515    33 139.12  
[sla] 69 1424485180955    33 139.10  
[sla] 70 1424485245877    33 139.08  
[sla] 71 1424485310782    33 139.07  
[sla] 72 1424485375712    33 139.05  
[sla] 73 1424485439677    33 139.03  
[sla] 74 1424485504355    33 139.01  
[sla] 75 1424485567984    33 138.99  
[sla] 76 1424485631923    33 138.98  
[sla] 77 1424485696182    33 138.96  
[sla] 78 1424485760089    33 138.94  
[sla] 79 1424485824202    33 138.92  
[sla] 80 1424485888344    33 138.90  
[sla] 81 1424485953087    33 138.89  
[sla] 82 1424486017265    33 138.87  
[sla] 83 1424486081343    33 138.85  
[sla] 84 1424486145587    33 138.83  
[sla] 85 1424486210223    33 138.82  
[sla] 86 1424486274492    33 138.80  
[sla] 87 1424486338220    33 138.78  
[sla] 88 1424486401797    33 138.76  
[sla] 89 1424486465584    33 138.74  
[sla] 90 1424486530674    33 138.73  
[sla] 91 1424486594231    33 138.71  
[sla] 92 1424486658445    33 138.69  
[sla] 93 1424486721922    33 138.67  
[sla] 94 1424486786128    33 138.66  
[sla] 95 1424486849760    33 138.64  
[sla] 96 1424486913336    33 138.62  
[sla] 97 1424486977097    33 138.60  
[sla] 98 1424487041131    33 138.58  
[sla] 99 1424487104922    33 138.57  
[sla] 100 1424487169088    33 138.55  
[sla] 101 1424487232992    33 138.53  
[sla] 102 1424487296468    33 138.51  
[sla] 103 1424487360181    33 138.50  
[sla] 104 1424487423624    33 138.48  
[sla] 105 1424487487253    33 138.46  
[sla] 106 1424487550795    33 138.44  
[sla] 107 1424487614509    33 138.43  
[sla] 108 1424487678661    33 138.41  
[sla] 109 1424487742406    33 138.39  
[sla] 110 1424487806251    33 138.37  
[sla] 111 1424487870406    33 138.35  
[sla] 112 1424487934753    33 138.34  
[sla] 113 1424487999226    33 138.32  
[sla] 114 1424488064823    33 138.30  
[sla] 115 1424488129497    33 138.28  
[sla] 116 1424488193398    33 138.26  
[sla] 117 1424488257167    33 138.25  
[sla] 118 1424488322480    33 138.23  
[sla] 119 1424488387099    33 138.21  
[sla] 120 1424488450961    33 138.19  
[sla] 121 1424488514501    33 138.18  
[sla] 122 1424488578987    33 138.16  
[sla] 123 1424488642648    31 138.14  
[sla] 124 1424488706742    31 138.12  
[sla] 125 1424488770255    33 138.10  
[sla] 126 1424488833692    33 138.09  
[sla] 127 1424488897795    33 138.07  
[sla] 128 1424488961600    33 138.05  
[sla] 129 1424489026346    33 138.03  
[sla] 130 1424489089978    33 138.02  
[sla] 131 1424489154240    33 138.00  
[sla] 132 1424489217736    33 137.98  
[sla] 133 1424489281102    33 137.96  
[sla] 134 1424489344634    33 137.94  
[sla] 135 1424489408225    33 137.93  
[sla] 136 1424489471640    33 137.91  
[sla] 137 1424489535519    33 137.89  
[sla] 138 1424489599003    33 137.87  
[sla] 139 1424489663656    33 137.86  
[sla] 140 1424489727725    33 137.84  
[sla] 141 1424489791046    33 137.82  
[sla] 142 1424489854610    33 137.80  
[sla] 143 1424489919179    33 137.78  
[sla] 144 1424489983583    33 137.77  
[sla] 145 1424490047722    33 137.75  
[sla] 146 1424490111355    33 137.73  
[sla] 147 1424490175421    33 137.71  
[sla] 148 1424490239744    33 137.70  
[sla] 149 1424490304835    33 137.68  
[sla] 150 1424490368752    33 137.66  
[sla] 151 1424490433387    33 137.64  
[sla] 152 1424490497907    33 137.62  
[sla] 153 1424490561881    33 137.61  
[sla] 154 1424490625463    33 137.59  
[sla] 155 1424490689197    33 137.57  
[sla] 156 1424490752837    33 137.55  
[sla] 157 1424490816971    33 137.54  
[sla] 158 1424490881507    33 137.52  
[sla] 159 1424490945454    33 137.50  
[sla] 160 1424491009002    33 137.48  
[sla] 161 1424491072993    33 137.46  
[sla] 162 1424491136309    33 137.45  
[sla] 163 1424491200812    33 137.43  
[sla] 164 1424491265288    33 137.41  
