/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/bin/java -Didea.launcher.port=7533 "-Didea.launcher.bin.path=/Applications/IntelliJ IDEA 12.app/bin" -Dfile.encoding=UTF-8 -classpath "/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/ant-javafx.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/dt.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/javafx-doclet.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/javafx-mx.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/jconsole.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/sa-jdi.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/tools.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/charsets.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/deploy.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/htmlconverter.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/javaws.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jce.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jfr.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jfxrt.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jsse.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/management-agent.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/plugin.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/resources.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/rt.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/dnsns.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/localedata.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/sunec.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/sunjce_provider.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/sunpkcs11.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/zipfs.jar:/Users/hiranya/Projects/eager/impl/eager-appscale/Eager/eager-static-analyzer/target/classes:/Users/hiranya/.m2/repository/javax/mail/mail/1.4.3/mail-1.4.3.jar:/Users/hiranya/.m2/repository/javax/activation/activation/1.1.1/activation-1.1.1.jar:/Users/hiranya/.m2/repository/org/apache/httpcomponents/httpclient/4.3.5/httpclient-4.3.5.jar:/Users/hiranya/.m2/repository/org/apache/httpcomponents/httpcore/4.3.2/httpcore-4.3.2.jar:/Users/hiranya/.m2/repository/commons-logging/commons-logging/1.1.3/commons-logging-1.1.3.jar:/Users/hiranya/.m2/repository/commons-codec/commons-codec/1.6/commons-codec-1.6.jar:/Users/hiranya/.m2/repository/junit/junit/3.8/junit-3.8.jar:/Users/hiranya/.m2/repository/soot/soot/2.5.0/soot-2.5.0.jar:/Users/hiranya/.m2/repository/commons-cli/commons-cli/1.2/commons-cli-1.2.jar:/Users/hiranya/.m2/repository/org/json/json/20140107/json-20140107.jar:/Applications/IntelliJ IDEA 12.app/lib/idea_rt.jar" com.intellij.rt.execution.application.AppMain edu.ucsb.cs.eager.sa.kitty.KittyValidator -ccp /Users/hiranya/Projects/eager/sandbox/github/ServerHealth/ServerHealth/war/WEB-INF/classes -c mfi.serverhealth.ServerHealthInfoServlet -m doGet -me 10 -s http://localhost:8081 -wp -q 0.95 -bf /Users/hiranya/Projects/eager/impl/eager-appscale/Eager/eager-static-analyzer/results/apps/exp31/doGet.txt
Warning: javax.servlet.http.HttpServlet is a phantom class!
Warning: com.google.appengine.api.datastore.Entity is a phantom class!
Warning: com.google.appengine.api.datastore.Key is a phantom class!
Warning: javax.servlet.http.HttpServletRequest is a phantom class!
Warning: com.google.appengine.api.datastore.EntityNotFoundException is a phantom class!
Warning: javax.servlet.ServletContext is a phantom class!
Warning: com.google.appengine.api.datastore.Blob is a phantom class!
Warning: com.google.appengine.api.datastore.DatastoreService is a phantom class!
Warning: com.google.appengine.api.datastore.KeyFactory is a phantom class!
Warning: javax.servlet.http.HttpServletResponse is a phantom class!
Warning: com.google.appengine.api.datastore.DatastoreServiceFactory is a phantom class!
Warning: java.dyn.InvokeDynamic is a phantom class!

[validate] timestamp prediction 1st 3c 5p
[validate] 1423706221847    39 345.17   N/A      7260.42 
[validate] 1423707121706    39 647.97   N/A      6360.56 
[validate] 1423708021554    39 650.10   N/A      6062.05 
[validate] 1423708921825    42 3898.89  N/A      N/A     
[validate] 1423709821557    39 834.43   N/A      6306.50 
[validate] 1423710721881    39 2098.83  N/A      N/A     
[validate] 1423711621767    39 1198.95  N/A      8354.67 
[validate] 1423712521211    39 299.50   N/A      7455.23 
[validate] 1423713421148    39 0.97     54781.48 6555.29 
[validate] 1423714321871    39 1806.19  53880.76 N/A     
[validate] 1423715221820    39 906.24   52980.81 N/A     
[validate] 1423716121923    39 6.13     52080.71 N/A     
[validate] 1423717021431    39 2955.01  51181.20 N/A     
[validate] 1423717921693    39 2054.75  50280.94 N/A     
[validate] 1423718821465    39 1154.98  49381.16 N/A     
[validate] 1423719722016    39 254.43   48480.61 N/A     
[validate] 1423720621418    39 2060.93  47581.21 N/A     
[validate] 1423721521409    39 1160.94  46681.22 N/A     
[validate] 1423722421287    42 5733.12  45781.34 N/A     
[validate] 1423723321640    39 4832.77  44880.99 N/A     
[validate] 1423724221536    39 3932.87  43981.09 N/A     
[validate] 1423725121579    39 3032.83  43081.05 N/A     
[validate] 1423726021655    42 2132.75  42180.97 N/A     
[validate] 1423726921633    42 1232.77  41281.00 7066.31 
[validate] 1423727821480    39 332.93   40381.15 6166.46 
[validate] 1423728721441    39 1176.86  39481.19 6168.46 
[validate] 1423729621704    39 276.60   38580.92 6891.78 
[validate] 1423730521316    39 2444.39  37681.31 N/A     
[validate] 1423731421358    39 1544.35  36781.27 N/A     
[validate] 1423732321439    39 644.27   35881.19 9543.88 
[validate] 1423733221105    39 766.84   34981.52 15078.20
[validate] 1423734121210    39 768.69   34081.42 14178.10
[validate] 1423735021397    39 1492.09  33181.23 N/A     
[validate] 1423735921467    39 592.02   32281.16 11716.39
[validate] 1423736821941    39 533.41   31380.69 11477.36
[validate] 1423737721983    39 1858.23  30480.65 10577.32
[validate] 1423738621576    39 958.64   29581.05 8294.72 
[validate] 1423739521661    39 58.55    28680.97 7394.64 
[validate] 1423740421629    39 421.43   N/A      6494.67 
[validate] 1423741321587    39 543.73   N/A      6316.27 
[validate] 1423742221329    39 1508.03  N/A      6077.98 
[validate] 1423743121294    39 608.07   N/A      7643.31 
[validate] 1423744021518    39 1692.14  N/A      6743.08 
[validate] 1423744921611    39 792.05   N/A      N/A     
[validate] 1423745821845    39 914.01   N/A      N/A     
[validate] 1423746721861    39 14.00    N/A      7109.46 
[validate] 1423747621690    39 16.17    N/A      N/A     
[validate] 1423748521135    39 2243.46  N/A      N/A     
[validate] 1423749421287    39 1343.31  N/A      N/A     
[validate] 1423750321897    39 442.70   N/A      N/A     
[validate] 1423751221270    39 2610.05  N/A      N/A     
[validate] 1423752121135    39 1710.19  N/A      N/A     
[validate] 1423753022006    39 809.31   N/A      N/A     
[validate] 1423753922011    39 2915.82  N/A      N/A     
[validate] 1423754821214    39 2016.62  N/A      13862.53
[validate] 1423755721845    39 1115.99  N/A      12661.21
[validate] 1423756621512    39 216.32   N/A      6289.46 
[validate] 1423757521542    39 458.78   N/A      7013.00 
[validate] 1423758421277    39 1843.97  N/A      9961.78 
[validate] 1423759321798    39 943.44   N/A      8880.83 
[validate] 1423760221391    39 43.85    N/A      7921.09 
[validate] 1423761121506    39 707.11   N/A      7081.12 
[validate] 1423762021213    39 889.76   N/A      6361.84 
[validate] 1423762921746    39 1612.80  N/A      N/A     
[validate] 1423763821727    39 712.82   N/A      7688.24 
[validate] 1423764721651    39 3360.64  N/A      6788.31 
[validate] 1423765621689    39 2460.60  N/A      N/A     
[validate] 1423766521572    39 1560.72  N/A      N/A     
