/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/bin/java -Didea.launcher.port=7537 "-Didea.launcher.bin.path=/Applications/IntelliJ IDEA 12.app/bin" -Dfile.encoding=UTF-8 -classpath "/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/ant-javafx.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/dt.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/javafx-doclet.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/javafx-mx.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/jconsole.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/sa-jdi.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/tools.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/charsets.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/deploy.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/htmlconverter.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/javaws.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jce.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jfr.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jfxrt.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jsse.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/management-agent.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/plugin.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/resources.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/rt.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/dnsns.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/localedata.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/sunec.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/sunjce_provider.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/sunpkcs11.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/zipfs.jar:/Users/hiranya/Projects/eager/impl/eager-appscale/Eager/eager-static-analyzer/target/classes:/Users/hiranya/.m2/repository/javax/mail/mail/1.4.3/mail-1.4.3.jar:/Users/hiranya/.m2/repository/javax/activation/activation/1.1.1/activation-1.1.1.jar:/Users/hiranya/.m2/repository/org/apache/httpcomponents/httpclient/4.3.5/httpclient-4.3.5.jar:/Users/hiranya/.m2/repository/org/apache/httpcomponents/httpcore/4.3.2/httpcore-4.3.2.jar:/Users/hiranya/.m2/repository/commons-logging/commons-logging/1.1.3/commons-logging-1.1.3.jar:/Users/hiranya/.m2/repository/commons-codec/commons-codec/1.6/commons-codec-1.6.jar:/Users/hiranya/.m2/repository/junit/junit/3.8/junit-3.8.jar:/Users/hiranya/.m2/repository/soot/soot/2.5.0/soot-2.5.0.jar:/Users/hiranya/.m2/repository/commons-cli/commons-cli/1.2/commons-cli-1.2.jar:/Users/hiranya/.m2/repository/org/json/json/20140107/json-20140107.jar:/Applications/IntelliJ IDEA 12.app/lib/idea_rt.jar" com.intellij.rt.execution.application.AppMain edu.ucsb.cs.eager.sa.kitty.KittyValidator -ccp /Users/hiranya/Projects/eager/sandbox/cs263/adabra/target/classes -c cs263project.cs263project.RoomRestApi -m getRoomInCityWithName -me 10 -s http://localhost:8081 -wp -q 0.95 -bf /Users/hiranya/Projects/eager/impl/eager-appscale/Eager/eager-static-analyzer/results/apps/exp32/getRoomInCityWithName.txt
Warning: com.google.appengine.api.datastore.Entity is a phantom class!
Warning: javax.ws.rs.GET is a phantom class!
Warning: com.google.appengine.api.datastore.FetchOptions is a phantom class!
Warning: javax.ws.rs.POST is a phantom class!
Warning: com.google.appengine.api.datastore.Key is a phantom class!
Warning: com.google.appengine.api.memcache.ErrorHandlers is a phantom class!
Warning: com.google.gson.JsonSyntaxException is a phantom class!
Warning: com.google.appengine.api.taskqueue.QueueFactory is a phantom class!
Warning: com.google.appengine.api.datastore.PreparedQuery is a phantom class!
Warning: com.google.appengine.api.taskqueue.TaskHandle is a phantom class!
Warning: com.google.gson.Gson is a phantom class!
Warning: com.google.appengine.api.datastore.EntityNotFoundException is a phantom class!
Warning: com.google.appengine.api.memcache.MemcacheService is a phantom class!
Warning: com.google.appengine.api.memcache.MemcacheServiceFactory is a phantom class!
Warning: com.google.appengine.api.taskqueue.Queue is a phantom class!
Warning: javax.ws.rs.Produces is a phantom class!
Warning: com.google.appengine.api.memcache.LogAndContinueErrorHandler is a phantom class!
Warning: com.google.appengine.api.taskqueue.TaskOptions$Builder is a phantom class!
Warning: javax.ws.rs.core.Response is a phantom class!
Warning: com.google.appengine.api.datastore.KeyFactory$Builder is a phantom class!
Warning: javax.ws.rs.Path is a phantom class!
Warning: javax.ws.rs.PathParam is a phantom class!
Warning: com.google.appengine.api.datastore.FetchOptions$Builder is a phantom class!
Warning: com.google.appengine.api.datastore.DatastoreService is a phantom class!
Warning: com.google.appengine.api.memcache.ErrorHandler is a phantom class!
Warning: com.google.appengine.api.taskqueue.TaskOptions is a phantom class!
Warning: com.google.appengine.api.datastore.KeyFactory is a phantom class!
Warning: javax.ws.rs.core.Response$Status is a phantom class!
Warning: com.google.appengine.api.datastore.Query is a phantom class!
Warning: com.google.appengine.api.datastore.GeoPt is a phantom class!
Warning: com.google.appengine.api.datastore.DatastoreServiceFactory is a phantom class!
Warning: javax.ws.rs.Consumes is a phantom class!
Warning: javax.ws.rs.core.Response$ResponseBuilder is a phantom class!
Warning: java.dyn.InvokeDynamic is a phantom class!

[validate] timestamp prediction 1st 3c 5p
[validate] 1424390881656    31 16932.38 N/A      N/A     
[validate] 1424391781861    32 16032.17 N/A      N/A     
[validate] 1424392681051    33 15132.98 N/A      N/A     
[validate] 1424393581285    32 14232.75 N/A      N/A     
[validate] 1424394481868    33 13332.17 N/A      N/A     
[validate] 1424395381991    33 12432.04 N/A      N/A     
[validate] 1424396281882    33 11532.15 N/A      N/A     
[validate] 1424397181957    33 10632.08 N/A      N/A     
[validate] 1424398081793    33 9732.24  N/A      N/A     
[validate] 1424398981681    33 8832.35  N/A      N/A     
[validate] 1424399881413    33 7932.62  N/A      N/A     
[validate] 1424400781241    33 7032.79  N/A      N/A     
[validate] 1424401682046    33 6131.99  N/A      N/A     
[validate] 1424402581980    33 5232.06  N/A      N/A     
[validate] 1424403481088    33 4332.95  N/A      N/A     
[validate] 1424404381594    33 3432.44  N/A      N/A     
[validate] 1424405281994    32 2532.04  N/A      N/A     
[validate] 1424406181801    32 1632.23  N/A      N/A     
[validate] 1424407081246    33 732.79   N/A      N/A     
[validate] 1424407981752    32 2304.14  N/A      N/A     
[validate] 1424408881917    32 1403.97  N/A      N/A     
[validate] 1424409781229    31 504.66   N/A      N/A     
[validate] 1424410681049    31 2257.99  N/A      N/A     
[validate] 1424411581944    32 1357.09  N/A      N/A     
[validate] 1424412481755    32 457.28   N/A      N/A     
[validate] 1424413381350    32 28744.99 N/A      N/A     
[validate] 1424414281790    32 27844.55 N/A      N/A     
[validate] 1424415181482    32 26944.86 N/A      N/A     
[validate] 1424416081512    32 26044.83 N/A      N/A     
[validate] 1424416981148    31 25145.20 N/A      N/A     
[validate] 1424417881171    32 24245.17 N/A      N/A     
[validate] 1424418781068    32 23345.28 N/A      N/A     
[validate] 1424419681224    31 22445.12 N/A      N/A     
[validate] 1424420581499    31 21544.85 N/A      N/A     
[validate] 1424421481967    31 20644.38 N/A      N/A     
[validate] 1424422381807    31 19744.54 N/A      N/A     
[validate] 1424423281217    31 18845.13 N/A      N/A     
[validate] 1424424181829    31 17944.52 N/A      N/A     
[validate] 1424425081861    31 17044.48 N/A      N/A     
[validate] 1424425981997    31 16144.35 N/A      N/A     
[validate] 1424426881851    31 15244.49 N/A      N/A     
[validate] 1424427781302    31 14345.04 N/A      N/A     
[validate] 1424428681976    31 13444.37 N/A      N/A     
[validate] 1424429581670    31 12544.67 N/A      N/A     
[validate] 1424430481400    31 11644.94 N/A      N/A     
[validate] 1424431381507    31 10744.84 N/A      N/A     
[validate] 1424432281636    31 9844.71  N/A      N/A     
[validate] 1424433181953    31 8944.39  N/A      N/A     
[validate] 1424434081552    31 8044.79  N/A      N/A     
[validate] 1424434981837    31 7144.51  N/A      N/A     
[validate] 1424435881732    31 6244.61  N/A      N/A     
[validate] 1424436781758    31 5344.59  N/A      N/A     
[validate] 1424437681673    31 4444.67  N/A      N/A     
[validate] 1424438581922    31 3544.42  N/A      N/A     
[validate] 1424439481956    31 2644.39  N/A      N/A     
[validate] 1424440381533    31 1744.81  N/A      N/A     
[validate] 1424441281949    31 844.40   N/A      N/A     
[validate] 1424442181159    31 5.95     N/A      N/A     
[validate] 1424443081630    31 4770.54  N/A      N/A     
[validate] 1424443981838    31 3870.34  N/A      N/A     
[validate] 1424444881835    31 2970.34  N/A      N/A     
[validate] 1424445781934    31 2070.24  N/A      N/A     
[validate] 1424446681988    31 1170.19  N/A      N/A     
[validate] 1424447581073    31 271.10   N/A      N/A     
[validate] 1424448481410    31 25347.56 N/A      N/A     
[validate] 1424449381055    31 24447.91 N/A      N/A     
[validate] 1424450281897    31 23547.07 N/A      N/A     
[validate] 1424451181863    31 22647.10 N/A      N/A     
[validate] 1424452081580    31 21747.39 N/A      N/A     
[validate] 1424452981717    31 20847.25 N/A      N/A     
[validate] 1424453881932    31 19947.03 N/A      N/A     
[validate] 1424454781771    31 19047.19 N/A      N/A     
