bm_datastore_asList_10 bm_datastore_asSingleEntity bm_datastore_delete bm_datastore_get bm_datastore_put bm_memcache_delete bm_memcache_get bm_memcache_put
31 16 29 7 44 4 2 4 143
26 8 30 7 52 4 3 3 142
45 8 28 6 53 3 4 3 155
33 18 27 18 45 3 3 4 155
34 9 30 19 66 4 3 4 171
39 9 28 6 43 4 3 2 135
40 7 26 6 45 3 3 2 132
39 8 28 6 44 3 3 2 134
38 8 27 5 47 3 4 2 143
35 9 25 5 46 4 3 2 133
34 8 27 8 45 3 3 2 133
28 72 30 9 43 2 3 2 197
29 8 29 16 42 3 3 3 133
21 10 28 15 43 3 2 2 127
31 6 32 7 43 3 3 1 126
37 8 91 10 45 3 2 2 203
35 7 26 7 44 4 4 2 133
38 7 34 62 49 2 3 3 205
29 7 26 7 43 2 3 3 127
88 7 26 18 47 2 3 3 202
39 11 32 9 45 3 3 3 147
28 7 30 6 42 3 2 3 126
32 8 26 7 44 3 2 2 127
24 7 26 6 47 3 3 2 121
27 8 34 15 70 7 2 2 168
30 7 27 5 42 2 7 2 127
27 75 31 17 44 3 5 3 208
27 7 25 6 44 2 6 3 123
27 8 28 5 44 3 3 5 124
28 8 30 6 43 4 4 2 130
25 8 24 6 45 4 3 2 119
32 8 29 17 47 3 2 4 151
36 8 28 7 48 3 3 5 147
30 8 25 6 45 5 2 4 126
51 6 29 6 46 4 3 4 158
44 8 30 6 44 3 4 4 149
31 8 26 7 45 4 4 4 131
37 10 27 6 45 4 4 4 144
31 6 25 5 48 3 3 3 133
27 8 25 6 44 3 3 2 118
26 7 29 5 43 5 3 2 126
34 8 46 6 44 3 3 2 151
68 36 27 6 48 3 4 3 202
33 8 31 16 44 3 3 2 146
31 10 40 6 46 2 3 3 143
59 6 28 6 44 2 4 2 155
29 8 29 18 46 2 4 2 139
29 8 27 6 44 4 3 2 128
26 8 28 16 88 3 3 4 177
29 9 28 5 43 3 3 2 127
27 7 26 6 45 3 2 2 118
38 7 28 7 44 3 2 3 136
29 7 29 6 42 3 2 2 122
28 8 25 7 45 2 3 2 120
34 7 29 6 53 4 2 3 138
31 8 57 7 45 3 3 4 164
27 8 30 18 52 2 2 2 142
41 7 27 15 48 4 4 2 153
34 8 29 6 53 4 3 3 149
32 8 28 6 49 3 4 3 141
32 9 26 6 42 3 3 3 125
35 8 26 8 43 3 3 3 138
37 9 27 11 45 5 3 2 145
27 10 30 6 49 5 3 3 135
43 10 26 7 46 4 4 4 146
32 8 37 18 68 4 2 2 173
36 7 25 6 45 7 3 3 132
26 8 64 5 46 6 4 2 162
29 8 30 8 47 4 8 4 147
78 8 27 6 42 2 4 4 177
25 9 33 6 47 5 3 3 137
32 10 29 46 48 2 3 3 176
22 8 28 7 45 3 3 3 121
36 8 27 7 44 3 3 4 140
28 10 30 6 44 3 2 2 134
24 8 28 6 45 3 2 3 126
35 9 29 5 48 3 3 3 143
28 8 28 8 46 3 2 1 130
27 9 30 7 42 3 4 2 125
25 8 26 6 91 3 2 3 173
25 20 27 7 42 3 3 3 134
29 16 31 17 47 3 3 2 153
37 7 30 7 46 3 3 2 143
25 8 32 15 127 3 3 2 217
23 10 26 6 45 3 3 2 125
31 8 42 9 45 3 3 2 147
33 71 32 6 47 3 2 2 202
23 8 29 6 69 2 2 4 145
42 7 30 9 48 4 3 4 148
36 9 66 7 48 4 2 3 177
39 10 30 7 96 3 3 6 199
28 8 27 6 43 3 3 4 131
51 8 27 8 47 5 5 4 164
45 8 31 6 52 4 4 4 155
30 8 25 6 44 4 3 2 124
66 7 28 7 44 3 4 2 166
44 10 30 6 44 4 3 3 144
36 8 32 6 43 2 4 1 137
26 40 26 8 44 2 3 3 155
28 7 26 6 45 3 2 2 126
28 7 24 25 45 3 2 3 137
32 7 25 5 47 2 2 2 127
32 8 26 7 48 2 3 2 132
26 8 27 6 45 3 2 3 121
28 9 31 5 49 3 3 3 134
31 7 29 17 50 3 2 2 143
34 8 27 6 47 3 3 4 141
36 7 29 8 43 3 3 2 139
43 8 27 17 49 3 3 3 161
28 9 28 6 47 3 2 2 126
88 7 26 7 44 3 3 3 182
54 9 29 6 43 4 2 3 155
28 8 29 5 41 2 3 3 127
24 8 27 9 46 3 4 3 124
70 7 28 19 458 3 3 3 597
23 9 27 7 50 3 3 3 130
32 9 30 6 46 3 3 3 141
26 9 27 5 43 3 3 2 120
26 7 27 5 46 2 3 2 122
25 9 31 9 46 3 3 2 134
22 9 27 17 74 3 3 3 161
23 9 27 15 47 3 4 3 136
23 6 25 6 45 3 4 2 115
26 9 29 7 74 7 3 3 166
27 9 29 7 45 3 7 3 130
34 8 27 7 42 3 3 4 129
22 8 27 5 42 2 3 4 113
26 7 30 6 53 4 4 3 136
28 8 25 7 46 4 4 3 134
26 9 30 6 43 3 2 4 131
41 8 28 8 49 3 3 3 144
27 13 27 5 43 3 2 2 130
28 8 28 6 45 3 3 3 125
24 7 28 6 47 2 2 2 125
34 22 28 8 46 4 2 4 155
24 9 27 17 47 2 2 3 133
61 9 32 47 48 3 3 2 206
21 9 25 42 45 3 2 1 156
27 10 32 6 47 3 3 2 139
27 8 55 8 69 2 3 2 178
23 8 30 6 42 3 2 3 121
28 9 27 6 48 3 3 2 132
27 10 31 17 45 3 2 2 145
29 17 31 6 42 3 3 2 139
25 8 26 10 48 3 2 2 126
26 9 27 7 47 2 3 5 135
35 8 28 7 42 3 4 3 135
26 8 29 6 42 2 2 3 120
23 7 29 6 45 3 3 2 124
29 8 27 24 43 3 4 5 145
26 7 27 7 50 4 3 3 136
28 8 28 8 48 4 4 3 138
28 8 32 8 45 4 4 3 135
29 8 36 8 48 4 3 2 140
28 8 28 7 48 4 4 2 131
29 8 31 7 48 2 3 3 140
30 9 33 7 86 4 4 3 177
33 9 30 20 46 4 3 5 157
25 10 28 7 44 3 2 2 128
28 8 30 8 44 3 4 19 144
24 7 27 18 46 2 3 10 146
25 7 26 6 43 3 3 9 130
31 9 27 7 44 3 3 2 132
48 9 35 6 92 3 3 2 207
105 146 111 19 48 3 3 1 437
27 8 39 16 57 3 3 2 162
114 7 27 5 66 4 2 3 231
26 7 32 16 46 3 2 2 139
28 8 28 6 41 2 3 2 121
24 6 28 14 43 3 3 2 127
27 9 33 17 73 3 3 3 168
23 9 33 17 375 3 3 2 467
27 10 27 9 45 3 3 3 132
71 9 31 17 48 2 3 3 192
24 7 29 6 44 3 2 2 120
24 8 29 6 57 3 2 4 138
30 8 30 19 44 3 3 3 148
22 7 55 5 44 3 2 2 149
26 7 30 15 43 3 3 2 132
25 7 28 16 44 3 3 2 134
44 8 31 17 47 4 3 3 162
30 10 32 18 46 3 3 2 148
25 8 31 16 45 2 2 2 134
36 8 89 16 356 4 4 3 522
28 9 31 19 46 4 4 3 144
73 9 31 6 47 3 2 3 180
39 9 30 6 89 3 4 4 189
28 8 26 5 46 3 3 4 131
42 8 25 8 46 3 4 3 141
29 7 27 6 43 4 3 3 128
34 21 29 6 46 2 2 3 148
29 6 26 5 43 3 3 2 120
27 6 27 6 44 3 3 3 128
30 6 26 5 43 3 3 3 128
33 8 28 5 48 4 3 3 134
26 6 26 8 41 3 2 2 121
28 12 85 5 42 3 2 2 185
23 11 28 6 45 2 3 2 122
28 11 29 13 48 3 3 2 138
24 12 29 9 45 3 3 3 133
30 9 31 18 80 4 3 3 187
28 11 29 52 46 2 3 2 175
24 7 30 62 52 3 3 2 188
26 7 25 93 45 3 2 1 202
26 8 28 22 45 3 2 3 141
24 8 30 15 44 2 3 3 137
26 7 25 5 45 2 3 3 124
23 7 29 6 74 3 2 3 149
26 8 26 15 50 3 2 9 148
33 7 26 6 48 3 2 3 128
28 8 30 7 44 2 3 2 132
27 9 27 6 50 3 3 2 133
36 7 90 6 47 3 4 4 201
32 10 27 7 60 3 4 4 147
34 10 28 17 48 7 4 3 152
31 8 27 6 50 3 3 2 131
34 11 28 7 47 4 5 3 140
43 32 29 17 46 4 3 4 187
30 8 28 7 44 3 4 2 135
42 8 31 8 43 4 4 3 144
35 10 27 8 49 3 3 2 140
32 10 29 6 53 3 3 2 138
25 8 27 7 45 3 4 3 130
25 7 26 7 101 3 3 8 189
29 10 28 6 48 4 3 3 132
27 7 26 17 46 3 2 3 134
30 8 29 6 49 3 2 4 138
27 8 30 16 45 3 3 2 141
77 8 28 6 44 3 3 3 181
30 10 32 7 63 4 3 3 154
42 9 29 7 44 3 3 2 139
29 9 29 8 46 2 2 2 132
28 9 30 7 45 2 3 1 125
44 12 28 9 49 3 3 3 151
29 7 26 6 45 3 2 2 124
101 8 27 7 43 2 3 1 200
30 8 27 6 45 3 2 2 127
31 16 30 6 48 3 3 1 140
29 8 87 6 43 3 3 2 185
27 10 28 7 44 3 3 4 134
72 8 28 7 47 3 3 3 175
30 9 45 8 51 3 2 3 155
29 8 29 7 46 3 3 2 130
38 14 32 49 47 4 3 2 197
33 14 28 7 49 3 4 3 143
39 8 52 7 47 4 4 4 170
38 10 30 9 49 3 3 3 152
42 9 30 7 44 3 3 2 144
41 10 31 9 53 3 4 3 163
37 11 31 16 51 4 3 4 166
40 9 28 10 47 4 3 4 152
25 12 1944 7 46 3 3 3 2043
30 8 30 11 45 4 3 3 135
32 8 32 8 46 2 3 3 135
193 8 36 19 48 3 3 2 316
26 9 28 16 44 3 2 2 134
29 10 81 9 51 4 8 4 204
27 8 28 8 45 3 3 7 135
26 9 31 7 47 3 2 5 132
65 9 32 7 97 3 3 2 222
40 9 31 10 48 3 6 3 157
25 8 35 7 43 2 6 3 130
32 8 28 6 45 6 2 3 137
39 8 33 18 75 6 3 1 185
30 7 31 6 45 2 3 2 131
30 8 27 7 105 3 2 2 191
34 7 28 5 43 3 6 3 136
27 6 32 5 47 3 5 2 127
26 8 33 16 47 3 3 5 148
27 8 29 6 43 3 2 5 124
28 8 28 6 44 3 3 13 134
40 8 29 16 70 4 2 2 172
29 7 34 17 48 4 3 4 147
37 7 61 7 78 2 2 3 203
32 8 30 15 60 3 3 4 163
28 7 30 16 53 2 4 2 151
39 8 31 7 58 5 4 3 157
23 8 28 6 50 4 4 4 128
29 9 30 6 48 3 5 4 137
24 10 29 6 47 4 3 4 136
33 9 33 18 48 3 3 3 157
31 9 29 6 43 4 2 3 132
35 7 30 18 49 6 4 3 155
35 8 26 7 44 4 4 2 131
30 8 30 5 54 2 2 3 139
29 7 25 6 44 3 2 3 126
54 8 28 7 76 3 3 2 184
27 8 27 7 44 3 3 1 126
28 8 29 6 43 3 2 2 122
25 8 28 19 53 3 3 2 149
28 7 26 15 48 3 2 2 136
66 10 28 17 76 3 3 2 207
28 49 27 5 42 3 2 2 165
31 7 26 6 44 3 5 3 128
239 6 30 7 56 3 2 2 350
30 7 30 6 87 3 2 2 170
30 8 29 16 52 3 2 3 143
36 7 29 6 46 4 3 3 136
32 8 30 25 47 3 2 2 155
39 9 33 8 45 4 3 3 147
35 9 31 7 46 2 3 2 143
27 7 30 7 51 2 3 3 136
27 8 31 7 54 3 3 3 136
27 8 29 7 45 3 3 2 126
34 55 26 6 43 3 2 2 172
27 8 28 7 43 2 3 2 124
33 9 27 8 43 3 3 3 130
25 8 28 6 42 3 4 4 120
30 9 26 7 48 4 4 4 137
30 9 26 6 46 4 6 3 133
85 9 28 7 50 4 2 6 197
26 9 26 6 97 3 3 5 183
35 7 46 13 44 4 3 4 160
39 8 27 7 49 3 3 3 141
28 8 93 7 48 3 2 3 197
28 9 26 8 50 3 2 2 134
34 8 62 74 51 3 2 2 243
24 8 30 6 43 2 3 2 118
25 9 33 6 74 4 2 3 162
35 8 27 7 121 4 3 3 217
25 8 30 7 48 3 3 3 127
28 8 34 17 47 2 3 2 148
23 6 26 5 64 3 2 3 133
31 7 80 7 96 3 3 2 238
25 7 38 7 44 3 2 6 139
34 8 27 7 44 3 5 2 135
23 7 93 8 45 5 3 2 190
28 7 28 6 45 3 6 3 134
37 8 40 18 56 3 3 3 170
65 8 29 16 45 2 3 21 198
23 8 30 12 54 2 4 6 139
24 9 99 6 45 4 3 6 203
110 8 29 15 50 3 3 222 444
33 7 31 9 44 3 3 2 141
29 7 26 5 43 2 2 6 129
30 9 26 6 46 2 5 2 135
25 8 27 7 47 3 6 2 129
22 8 27 7 45 6 2 2 121
29 9 29 8 97 3 6 3 188
25 35 29 17 47 3 6 3 170
28 7 27 7 45 3 3 3 130
31 7 31 7 89 3 3 3 177
26 7 27 7 43 3 4 4 127
39 9 66 7 45 4 3 4 183
34 8 27 6 46 3 3 2 136
29 9 27 7 48 4 3 4 132
30 8 28 16 44 3 2 2 135
31 8 28 7 47 3 3 4 131
28 8 27 8 47 3 3 2 128
25 8 28 17 46 4 2 3 141
27 9 27 6 44 3 2 2 121
27 7 26 6 44 3 2 3 122
27 8 26 5 46 3 2 3 125
35 9 30 7 47 3 4 2 142
27 8 29 17 44 3 3 2 138
28 8 27 6 43 3 2 1 123
27 8 26 7 45 4 3 3 131
31 7 29 6 44 3 3 3 133
24 13 30 7 47 3 2 3 138
34 9 30 58 49 3 3 2 191
26 8 28 47 47 3 3 3 171
29 10 31 6 49 3 3 2 139
32 9 30 7 47 3 3 2 136
27 9 31 7 47 3 2 3 136
93 8 31 7 50 2 2 2 203
29 9 34 7 46 3 3 3 135
32 9 29 55 47 3 3 3 188
24 8 30 6 50 3 2 3 132
31 8 26 8 44 3 3 2 133
81 7 25 6 44 3 3 2 174
27 7 27 16 45 2 3 2 129
23 7 29 16 62 2 3 3 154
23 8 31 15 45 3 2 3 138
67 7 27 18 49 3 3 2 177
23 7 26 6 43 3 3 2 117
36 8 31 17 75 4 4 3 180
33 8 27 7 47 3 3 8 144
30 8 26 7 62 3 3 2 150
31 8 26 6 74 2 3 2 154
28 8 28 6 48 4 4 2 137
22 14 27 6 46 3 3 3 129
26 8 29 7 47 4 3 3 127
39 8 27 7 75 3 3 4 169
37 8 26 6 45 4 3 4 136
29 8 29 7 48 2 3 3 131
28 8 27 6 45 3 4 2 123
27 8 27 6 42 3 2 5 127
35 7 26 13 68 3 3 4 162
76 8 28 22 50 4 3 4 203
28 8 27 6 78 2 3 3 158
29 7 99 6 43 2 3 2 197
35 9 28 17 45 3 3 2 142
32 8 26 5 48 3 2 1 129
26 7 27 8 44 3 2 2 125
29 19 51 7 62 2 2 2 176
43 8 33 7 44 3 3 3 144
33 8 29 7 45 3 2 3 133
30 8 48 8 49 3 3 8 161
57 11 31 7 72 2 3 2 189
25 8 25 6 111 3 2 2 189
36 9 28 6 48 3 3 4 145
294 8 28 6 46 4 3 4 397
34 8 30 7 44 4 3 3 139
35 8 29 17 42 2 3 2 139
57 8 81 6 44 2 3 3 211
37 8 32 7 49 4 3 4 148
26 8 31 7 48 3 3 3 134
30 8 62 6 44 3 3 2 166
33 7 27 7 45 3 3 2 136
23 9 29 7 46 2 3 2 126
25 10 26 6 45 3 3 2 126
30 9 26 8 45 2 3 3 135
37 9 29 11 46 3 4 15 159
35 57 31 17 45 4 3 3 204
30 10 28 8 43 4 3 3 138
33 8 26 7 46 6 5 2 135
81 8 28 6 45 3 3 11 191
31 9 28 7 92 3 3 3 178
30 8 32 6 44 2 3 3 135
23 10 28 12 63 3 3 2 148
56 10 30 7 48 4 3 4 162
28 7 29 5 44 3 3 3 124
39 8 28 7 71 6 3 3 174
25 9 27 7 48 3 2 3 133
26 8 31 26 48 3 3 2 152
23 17 33 8 47 5 3 3 141
22 6 25 5 46 3 2 2 119
27 7 25 6 49 3 2 3 122
24 8 28 6 44 3 3 2 118
25 12 26 6 59 4 4 4 140
24 9 30 7 47 2 4 3 129
26 7 27 6 53 4 2 3 137
25 8 27 16 45 2 3 2 128
25 9 28 7 46 3 2 2 125
27 7 28 7 42 2 3 2 123
24 6 28 6 44 3 2 3 123
23 9 27 7 44 3 3 2 127
28 9 34 17 50 3 3 2 152
28 8 27 6 45 3 3 2 126
25 7 27 52 46 3 3 2 174
23 9 28 17 45 3 3 2 131
25 8 27 6 43 2 2 2 117
25 8 31 16 47 2 3 3 138
26 7 31 6 46 4 3 3 134
28 8 31 16 85 3 3 2 182
25 8 32 9 45 3 3 2 127
28 7 25 6 46 3 3 3 125
22 9 27 7 74 3 2 3 153
25 7 26 6 47 4 4 2 127
36 9 29 7 78 4 2 1 171
89 9 28 6 50 4 3 3 193
58 7 32 6 48 2 3 2 161
24 8 60 6 43 4 4 3 153
26 9 31 16 47 4 3 4 146
32 9 26 6 45 4 3 3 130
26 8 26 8 44 3 2 4 124
32 10 27 7 46 4 3 4 140
28 9 30 7 77 3 3 3 162
24 9 29 6 43 3 2 3 126
23 7 26 6 47 2 2 2 117
72 8 67 16 45 2 2 2 216
28 8 27 6 50 3 3 2 132
27 8 27 6 44 3 2 3 126
27 8 27 5 45 3 3 2 124
27 7 26 6 47 3 3 3 125
26 12 27 6 45 3 2 2 131
23 9 29 15 61 3 3 2 151
25 8 36 5 45 3 2 1 125
26 8 29 6 47 3 3 3 125
57 8 28 6 46 3 3 2 162
24 7 27 7 45 3 3 2 125
25 8 27 8 46 2 3 3 125
27 7 31 6 45 2 3 2 124
36 10 29 16 78 4 4 3 181
31 7 30 19 45 3 3 2 149
26 9 26 7 47 3 3 3 127
25 9 27 8 48 3 3 2 130
33 10 62 8 58 4 3 3 185
40 10 27 36 48 3 3 3 177
46 8 26 8 46 3 3 3 144
30 9 29 7 49 3 2 4 134
36 8 31 41 76 3 3 3 208
39 9 27 7 46 4 3 3 147
31 10 33 7 76 3 4 4 173
34 9 29 7 52 3 4 2 149
35 8 27 7 46 4 3 3 137
27 8 32 7 47 2 3 3 133
29 7 27 6 48 3 2 2 131
29 7 31 17 86 5 3 2 188
28 8 28 17 49 6 3 2 144
30 9 30 6 92 3 5 3 184
33 8 89 6 63 7 3 3 216
32 8 28 11 56 2 6 13 157
35 8 28 8 48 3 7 2 143
30 10 29 6 46 3 3 2 135
48 9 29 7 46 3 2 3 152
27 8 30 7 73 3 3 2 157
25 9 28 7 45 3 3 6 134
25 8 29 7 46 3 3 3 126
73 8 26 7 91 2 3 2 217
38 9 28 18 68 3 3 4 180
36 8 28 17 53 4 2 2 153
34 10 30 9 54 4 4 4 154
30 8 30 8 48 4 3 4 135
31 8 27 6 48 3 3 2 133
32 8 31 8 47 3 3 3 140
68 8 29 8 47 4 3 4 177
34 9 29 8 49 2 3 3 137
40 11 31 9 50 4 3 4 158
25 9 30 10 48 3 3 14 149
43 8 29 7 48 4 3 4 153
32 8 50 8 72 3 3 4 181
61 8 32 7 46 3 3 2 169
33 8 28 8 45 3 4 2 137
33 8 27 7 69 3 2 3 159
32 8 29 6 49 3 3 3 140
24 8 31 54 81 3 3 2 206
71 7 30 16 51 3 3 3 186
29 8 29 7 55 3 3 21 162
33 9 42 7 47 4 4 3 152
27 8 32 11 46 3 3 3 135
29 8 27 7 43 3 3 2 122
29 7 31 17 46 3 3 1 146
34 8 29 6 45 3 2 3 131
34 7 26 7 73 3 3 2 158
31 12 26 7 45 4 3 3 137
30 10 30 6 44 3 3 3 132
26 7 28 5 47 3 2 3 126
29 8 31 7 47 3 3 3 139
41 10 30 7 73 3 3 4 175
38 8 32 7 48 4 3 11 156
25 12 34 35 47 4 3 3 165
29 9 29 7 50 4 3 4 140
38 8 29 7 44 4 3 4 141
30 9 105 7 47 3 4 4 210
35 10 95 8 77 2 3 6 241
28 9 30 8 49 3 3 4 134
40 11 28 7 46 4 3 4 145
30 8 31 8 50 3 2 3 140
30 8 26 8 266 3 2 2 349
33 8 29 7 43 3 2 2 130
31 9 33 9 58 4 3 2 149
34 10 27 6 46 3 3 2 139
27 8 31 7 65 3 2 3 155
28 9 33 6 44 2 3 2 129
31 7 27 7 48 3 3 3 129
32 10 31 7 44 3 2 2 131
28 8 32 17 46 4 2 3 140
33 8 32 18 49 3 3 3 151
29 9 119 6 44 3 3 2 219
33 8 26 9 47 3 3 3 139
27 9 49 6 44 3 3 2 146
25 30 37 7 45 3 3 2 153
112 94 92 19 53 3 3 2 380
33 21 32 18 49 2 3 3 167
33 8 134 94 68 2 3 2 345
29 9 29 30 62 6 3 3 180
25 8 33 20 65 3 3 2 162
34 8 33 8 43 3 3 2 143
39 6 41 16 45 3 3 2 158
30 6 24 5 43 4 2 2 123
32 8 29 14 43 3 3 1 137
32 7 28 7 43 3 3 3 129
81 7 25 6 43 3 3 3 172
39 9 28 28 44 3 4 3 159
33 8 26 6 72 4 3 4 161
30 12 29 5 43 4 2 4 130
32 9 31 6 51 4 3 2 141
33 8 30 17 47 3 4 4 147
33 7 27 7 47 7 3 4 140
26 7 39 5 53 4 4 5 146
25 6 32 5 42 2 6 2 127
22 7 57 17 45 6 3 2 160
26 7 27 7 47 4 3 10 137
22 7 29 5 63 6 2 2 142
31 7 37 12 68 4 7 3 173
21 8 26 5 42 3 5 2 120
32 7 26 7 42 4 3 4 130
31 8 57 6 46 3 3 2 156
28 11 28 6 45 3 3 3 136
25 8 28 6 47 3 3 2 125
27 7 28 7 45 3 2 5 131
25 7 31 6 60 3 2 3 141
39 9 32 6 97 2 6 3 202
29 7 25 8 45 4 3 3 127
26 36 26 8 46 3 2 3 152
26 8 30 19 48 3 3 2 148
30 8 29 6 45 3 2 3 127
31 7 34 6 63 3 3 3 154
29 7 43 7 42 2 3 3 140
30 8 26 6 49 3 3 4 138
27 10 28 16 47 4 4 3 145
30 9 26 7 48 4 3 4 133
28 8 33 8 75 4 4 3 165
30 9 26 9 45 3 2 2 135
31 8 37 6 48 3 3 4 141
27 9 29 6 92 2 2 3 176
40 9 34 7 70 3 4 2 169
26 13 29 6 71 4 4 3 158
37 7 32 6 87 4 3 4 182
83 13 29 9 74 3 3 4 226
32 10 62 18 75 3 3 17 222
36 46 26 6 44 2 2 3 165
32 8 28 7 47 3 2 4 133
33 13 27 6 44 3 2 3 131
31 7 26 5 47 2 2 3 124
29 7 28 6 48 2 2 2 126
32 8 31 7 47 3 3 4 142
35 9 31 16 48 3 3 3 152
25 7 27 7 51 3 2 3 129
37 8 30 7 50 3 2 2 147
31 7 28 7 48 3 3 2 129
43 8 30 6 76 3 2 1 174
35 8 81 6 133 3 3 2 276
31 8 79 5 97 2 3 3 237
33 7 78 7 124 3 3 2 257
36 8 80 7 128 3 3 1 266
29 8 64 8 125 3 3 11 251
29 8 33 11 122 4 3 2 214
31 9 32 45 97 2 3 2 226
44 7 30 7 158 3 3 2 261
25 63 80 7 96 3 3 2 287
27 13 78 7 133 3 2 4 270
30 8 79 6 138 2 2 2 276
30 8 84 7 55 3 4 3 196
26 9 116 17 43 4 2 9 232
29 8 31 16 47 2 2 2 146
25 7 29 6 129 3 3 4 212
29 9 127 8 168 6 3 3 353
27 47 77 6 97 4 2 5 270
26 10 130 16 48 3 2 4 241
22 7 79 6 127 3 2 5 259
33 8 25 8 124 4 3 3 212
32 8 78 6 42 3 3 7 187
23 7 34 6 97 3 6 2 179
26 8 80 7 54 3 5 2 185
30 8 83 7 44 5 3 2 185
24 9 26 7 96 3 2 3 172
22 6 32 7 66 3 3 2 148
27 9 81 8 121 7 4 3 265
24 9 32 8 121 2 3 2 209
28 8 82 8 99 3 4 3 243
32 9 51 8 100 3 2 2 215
32 10 29 17 51 5 3 3 152
28 8 29 6 98 3 2 2 176
28 8 35 28 90 3 3 2 205
27 8 76 6 49 3 3 3 182
23 6 25 6 96 2 3 3 166
22 7 25 5 97 3 2 3 168
59 7 79 6 96 3 2 2 254
23 8 28 6 68 3 2 2 143
26 6 77 6 42 2 3 2 171
26 7 27 6 112 3 2 2 189
25 7 28 6 46 3 3 1 123
21 7 80 5 125 3 3 2 252
25 6 29 46 47 3 2 2 168
24 7 30 8 44 3 2 2 124
25 8 88 6 47 3 3 2 183
37 23 78 7 62 3 3 4 224
28 33 29 12 44 3 8 4 167
28 6 84 7 98 4 3 5 236
32 8 33 7 75 4 3 3 174
31 10 25 7 43 4 3 4 129
22 7 27 6 43 2 4 2 114
33 8 76 7 46 3 3 3 185
25 8 27 44 45 3 3 3 162
28 10 31 17 46 4 3 3 151
30 8 34 15 125 3 2 3 223
25 8 28 6 96 5 3 4 179
26 8 78 5 45 2 4 2 173
30 8 28 8 42 3 3 3 132
27 7 79 6 49 3 2 2 179
25 9 76 7 166 2 3 2 298
25 9 25 6 56 2 3 2 132
27 7 26 6 47 2 3 2 124
25 16 26 6 42 2 3 1 123
22 7 28 16 48 3 2 21 156
26 10 30 7 44 3 3 2 131
32 10 29 7 41 3 3 2 133
26 7 55 7 47 3 3 2 156
28 8 38 15 45 3 3 2 143
106 9 28 6 97 2 3 2 258
26 7 26 7 47 3 3 2 124
22 8 72 45 48 2 2 2 204
23 8 28 6 45 3 2 2 120
27 8 29 7 45 3 3 2 131
34 9 27 6 125 3 2 2 213
64 9 28 6 45 3 3 3 170
27 9 28 7 74 4 3 1 162
26 9 32 7 74 3 3 21 178
41 8 29 5 46 3 4 3 140
32 8 96 6 45 4 3 5 201
60 7 78 7 116 3 3 2 277
28 7 27 7 44 4 2 3 126
33 8 29 15 46 3 3 3 145
33 10 157 18 98 4 3 2 326
27 8 28 6 45 2 3 2 130
31 7 29 6 42 3 2 2 128
31 8 28 6 96 3 3 3 184
27 8 28 6 48 3 2 3 133
29 22 29 7 47 3 3 3 144
27 8 163 6 44 3 3 3 265
33 8 119 16 106 2 3 2 295
33 7 29 6 44 3 3 4 135
32 8 26 17 100 3 3 3 201
34 8 27 6 64 3 4 4 153
33 8 58 6 43 3 2 2 160
29 10 30 6 95 3 2 1 178
32 8 121 57 46 3 3 2 281
39 8 33 6 47 4 3 3 143
33 7 29 6 48 2 3 1 138
27 7 77 5 94 2 2 2 222
28 7 27 6 52 2 3 2 131
31 7 29 16 48 3 2 3 143
29 9 30 7 46 2 3 2 131
33 8 27 7 42 3 3 2 128
26 7 28 6 45 3 3 2 121
30 8 28 6 44 3 3 3 131
32 8 33 16 47 3 3 3 153
23 7 29 7 45 3 3 3 129
80 7 27 6 98 2 3 3 227
29 7 89 7 51 3 7 7 202
30 7 28 6 42 2 3 2 127
25 8 33 19 44 4 2 3 144
22 10 29 6 45 3 2 3 122
39 7 29 6 44 3 2 2 140
24 8 81 7 81 2 3 2 213
21 9 30 6 43 2 3 2 119
32 9 52 7 44 3 3 3 153
30 7 117 16 69 4 3 2 252
28 8 27 45 43 3 3 3 163
42 8 27 6 44 3 4 5 141
38 8 27 8 68 4 4 4 166
34 1999 116 16 46 4 3 4 2227
31 10 27 7 47 3 3 3 135
30 8 28 11 60 2 2 3 152
28 8 27 7 45 4 3 4 130
25 7 28 6 42 3 2 3 123
25 7 84 7 94 2 2 3 224
26 8 26 6 49 3 3 3 133
25 8 27 7 44 3 3 3 129
22 9 80 7 61 3 3 3 196
24 8 89 6 46 2 3 2 187
31 7 27 7 80 3 4 3 170
32 8 60 6 44 3 3 3 160
29 9 27 7 44 4 3 4 135
25 9 28 7 46 3 3 2 127
26 8 32 18 86 3 2 2 182
31 21 29 16 45 2 3 2 149
24 9 57 8 45 2 3 2 151
29 7 27 6 98 3 3 2 181
28 8 27 6 46 2 3 2 131
36 8 28 15 43 3 3 2 140
31 7 29 7 76 2 3 2 157
27 9 30 7 44 2 3 2 126
24 8 44 6 40 3 2 3 136
23 8 28 7 44 7 2 3 122
36 8 67 6 72 2 3 3 204
28 9 29 16 46 3 3 2 137
26 11 29 6 51 8 3 4 141
33 8 28 6 50 4 6 4 147
30 11 31 11 76 4 3 3 171
35 7 29 7 47 3 4 3 142
28 8 32 10 47 4 2 1 133
25 8 27 7 48 4 4 3 133
33 10 29 10 55 3 3 2 153
39 16 37 9 47 4 3 2 159
76 10 35 9 49 4 3 3 189
33 8 27 8 48 2 3 2 133
28 8 30 15 49 3 3 2 141
24 10 82 7 48 3 3 2 187
26 9 34 6 47 2 3 2 130
33 14 30 6 49 3 3 4 151
