/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/bin/java -Didea.launcher.port=7533 "-Didea.launcher.bin.path=/Applications/IntelliJ IDEA 12.app/bin" -Dfile.encoding=UTF-8 -classpath "/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/ant-javafx.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/dt.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/javafx-doclet.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/javafx-mx.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/jconsole.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/sa-jdi.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/lib/tools.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/charsets.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/deploy.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/htmlconverter.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/javaws.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jce.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jfr.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jfxrt.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/jsse.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/management-agent.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/plugin.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/resources.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/rt.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/dnsns.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/localedata.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/sunec.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/sunjce_provider.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/sunpkcs11.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_71.jdk/Contents/Home/jre/lib/ext/zipfs.jar:/Users/hiranya/Projects/eager/impl/eager-appscale/Eager/eager-static-analyzer/target/classes:/Users/hiranya/.m2/repository/javax/mail/mail/1.4.3/mail-1.4.3.jar:/Users/hiranya/.m2/repository/javax/activation/activation/1.1.1/activation-1.1.1.jar:/Users/hiranya/.m2/repository/org/apache/httpcomponents/httpclient/4.3.5/httpclient-4.3.5.jar:/Users/hiranya/.m2/repository/org/apache/httpcomponents/httpcore/4.3.2/httpcore-4.3.2.jar:/Users/hiranya/.m2/repository/commons-logging/commons-logging/1.1.3/commons-logging-1.1.3.jar:/Users/hiranya/.m2/repository/commons-codec/commons-codec/1.6/commons-codec-1.6.jar:/Users/hiranya/.m2/repository/junit/junit/3.8/junit-3.8.jar:/Users/hiranya/.m2/repository/soot/soot/2.5.0/soot-2.5.0.jar:/Users/hiranya/.m2/repository/commons-cli/commons-cli/1.2/commons-cli-1.2.jar:/Users/hiranya/.m2/repository/org/json/json/20140107/json-20140107.jar:/Applications/IntelliJ IDEA 12.app/lib/idea_rt.jar" com.intellij.rt.execution.application.AppMain edu.ucsb.cs.eager.sa.kitty.KittyValidator -ccp /Users/hiranya/Projects/eager/sandbox/cs263/adabra/target/classes -c cs263project.cs263project.RoomRestApi -m getRoomsInCity -me 10 -s http://localhost:8081 -wp -q 0.95 -bf /Users/hiranya/Projects/eager/impl/eager-appscale/Eager/eager-static-analyzer/results/apps/exp32/getRoomsInCity.txt
Warning: com.google.appengine.api.datastore.Entity is a phantom class!
Warning: javax.ws.rs.GET is a phantom class!
Warning: com.google.appengine.api.datastore.FetchOptions is a phantom class!
Warning: javax.ws.rs.POST is a phantom class!
Warning: com.google.appengine.api.datastore.Key is a phantom class!
Warning: com.google.appengine.api.memcache.ErrorHandlers is a phantom class!
Warning: com.google.gson.JsonSyntaxException is a phantom class!
Warning: com.google.appengine.api.taskqueue.QueueFactory is a phantom class!
Warning: com.google.appengine.api.datastore.PreparedQuery is a phantom class!
Warning: com.google.appengine.api.taskqueue.TaskHandle is a phantom class!
Warning: com.google.gson.Gson is a phantom class!
Warning: com.google.appengine.api.datastore.EntityNotFoundException is a phantom class!
Warning: com.google.appengine.api.memcache.MemcacheService is a phantom class!
Warning: com.google.appengine.api.memcache.MemcacheServiceFactory is a phantom class!
Warning: com.google.appengine.api.taskqueue.Queue is a phantom class!
Warning: javax.ws.rs.Produces is a phantom class!
Warning: com.google.appengine.api.memcache.LogAndContinueErrorHandler is a phantom class!
Warning: com.google.appengine.api.taskqueue.TaskOptions$Builder is a phantom class!
Warning: javax.ws.rs.core.Response is a phantom class!
Warning: com.google.appengine.api.datastore.KeyFactory$Builder is a phantom class!
Warning: javax.ws.rs.Path is a phantom class!
Warning: javax.ws.rs.PathParam is a phantom class!
Warning: com.google.appengine.api.datastore.FetchOptions$Builder is a phantom class!
Warning: com.google.appengine.api.datastore.DatastoreService is a phantom class!
Warning: com.google.appengine.api.memcache.ErrorHandler is a phantom class!
Warning: com.google.appengine.api.taskqueue.TaskOptions is a phantom class!
Warning: com.google.appengine.api.datastore.KeyFactory is a phantom class!
Warning: javax.ws.rs.core.Response$Status is a phantom class!
Warning: com.google.appengine.api.datastore.Query is a phantom class!
Warning: com.google.appengine.api.datastore.GeoPt is a phantom class!
Warning: com.google.appengine.api.datastore.DatastoreServiceFactory is a phantom class!
Warning: javax.ws.rs.Consumes is a phantom class!
Warning: javax.ws.rs.core.Response$ResponseBuilder is a phantom class!
Warning: java.dyn.InvokeDynamic is a phantom class!

[validate] timestamp prediction 1st 3c 5p
[validate] 1424383861504    41 25.58    4063.99  6354.51 
[validate] 1424384761073    58 2200.18  340665.20 N/A     
[validate] 1424385661564    58 1299.69  339764.70 N/A     
[validate] 1424386561102    58 400.16   338865.17 N/A     
[validate] 1424387461149    48 343.78   52068.98 9203.25 
[validate] 1424388361691    58 527.98   337064.58 N/A     
[validate] 1424389261567    54 171.00   293679.59 29597.08
[validate] 1424390161164    54 1139.54  292779.99 28697.48
[validate] 1424391061797    48 238.91   48468.33 6928.60 
[validate] 1424391961412    48 725.51   47568.71 11272.46
[validate] 1424392861626    47 548.46   46668.50 6455.22 
[validate] 1424393761696    53 3867.10  289179.46 10376.22
[validate] 1424394661431    48 2002.97  44868.69 7909.48 
[validate] 1424395561826    54 2066.97  287379.33 8756.89 
[validate] 1424396461804    54 1166.99  286479.35 6952.89 
[validate] 1424397361627    54 267.17   285579.53 6053.06 
[validate] 1424398261156    54 453.03   284680.00 6057.56 
[validate] 1424399161394    54 2565.83  283779.76 7085.86 
[validate] 1424400061609    54 1665.61  282879.55 6185.64 
[validate] 1424400962077    54 765.15   281979.08 7213.60 
[validate] 1424401861192    54 1191.91  281079.96 6314.49 
[validate] 1424402761440    54 291.66   280179.71 7342.82 
[validate] 1424403661315    54 476.60   279279.84 6563.54 
[validate] 1424404561131    54 1686.12  278380.02 6449.30 
[validate] 1424405461025    54 786.23   277480.13 7611.09 
[validate] 1424406361159    54 1814.52  276580.00 6710.96 
[validate] 1424407262003    54 913.68   275679.15 7256.79 
[validate] 1424408161538    54 14.14    274779.62 6357.26 
[validate] 1424409061988    54 1042.28  273879.17 7385.73 
[validate] 1424409961361    54 142.90   272979.79 6486.35 
[validate] 1424410861606    54 148.83   272079.55 6188.92 
[validate] 1424411761588    54 1310.53  271179.57 6434.05 
[validate] 1424412662006    54 410.11   270279.15 6196.64 
[validate] 1424413561775    54 957.02   269379.38 9516.07 
[validate] 1424414461414    54 57.38    268479.74 8616.43 
[validate] 1424415361661    54 1086.05  267579.49 8017.65 
[validate] 1424416261573    54 186.14   266679.58 6816.27 
[validate] 1424417161189    54 1034.44  265779.97 280304.74
[validate] 1424418061344    54 134.29   264879.81 7065.65 
[validate] 1424418961735    54 259.01   263979.42 279106.85
[validate] 1424419861296    54 3216.55  263079.86 278207.29
[validate] 1424420761530    54 2316.32  262179.62 276704.40
[validate] 1424421661104    54 1416.74  261280.05 268753.64
[validate] 1424422561947    53 515.90   260379.21 161524.99
[validate] 1424423461499    53 1665.50  259479.66 198539.47
[validate] 1424424361850    53 765.15   258579.30 193962.74
[validate] 1424425261398    53 4023.82  257679.76 193726.15
[validate] 1424426161139    53 3124.08  256780.02 157925.79
[validate] 1424427061883    52 2223.34  255879.27 15064.46
[validate] 1424427961334    52 1323.89  254979.82 8736.56 
[validate] 1424428861823    50 423.40   254079.33 6570.43 
[validate] 1424429761245    50 729.25   253179.91 6876.36 
[validate] 1424430661338    50 1637.13  252279.82 6036.55 
[validate] 1424431561835    50 736.63   251379.32 7908.02 
[validate] 1424432461704    50 1524.21  250479.45 7008.15 
[validate] 1424433361283    50 624.63   249579.87 6108.57 
[validate] 1424434261250    50 628.55   248679.90 6233.09 
[validate] 1424435161492    50 270.77   247779.66 6903.72 
[validate] 1424436061921    50 575.68   246879.23 6064.42 
[validate] 1424436961165    50 2508.69  245979.99 7998.38 
[validate] 1424437861700    49 1608.16  53813.49 7097.84 
[validate] 1424438761406    49 708.45   52913.78 6198.14 
[validate] 1424439661226    48 833.11   52013.96 8312.47 
[validate] 1424440561800    48 53.06    51113.39 7411.90 
[validate] 1424441461860    48 603.35   50213.33 7958.40 
[validate] 1424442361066    48 2598.48  49314.12 8324.72 
[validate] 1424443261513    48 1698.03  48413.68 6580.58 
[validate] 1424444161260    48 798.28   47513.93 6524.52 
[validate] 1424445061538    48 621.20   46613.65 6528.68 
