2016-09-09 14:06:36, 4
2016-09-09 14:31:36, 4
2016-09-09 16:04:37, 4
2016-09-09 16:29:35, 4
2016-09-09 18:03:36, 4
2016-09-09 18:28:36, 4
2016-09-09 20:04:36, 4
2016-09-09 20:29:36, 4
2016-09-09 22:04:36, 4
2016-09-09 22:29:36, 4
2016-09-09 14:06:36, 6
2016-09-09 14:31:36, 6
2016-09-09 16:04:37, 6
2016-09-09 16:29:35, 6
2016-09-09 18:04:36, 6
2016-09-09 18:29:36, 6
2016-09-09 20:04:36, 6
2016-09-09 20:29:35, 6
2016-09-09 22:04:36, 6
2016-09-09 22:29:36, 6
2016-09-09 14:06:36, 7
2016-09-09 14:31:36, 7
2016-09-09 16:04:37, 7
2016-09-09 16:29:35, 7
2016-09-09 18:04:36, 7
2016-09-09 18:29:36, 7
2016-09-09 20:04:36, 7
2016-09-09 20:29:35, 7
2016-09-09 22:04:36, 7
2016-09-09 22:29:35, 7
