2016-08-30 12:30:32, 481
2016-08-30 12:31:32, 481
2016-08-30 12:32:32, 481
2016-08-30 12:33:32, 480
2016-08-30 12:34:32, 481
2016-08-30 12:35:32, 481
2016-08-30 12:36:32, 481
2016-08-30 12:37:32, 480
2016-08-30 12:38:32, 480
2016-08-30 12:39:32, 481
2016-08-30 12:40:32, 481
2016-08-30 12:41:32, 481
2016-08-30 12:42:32, 481
2016-08-30 12:43:32, 480
2016-08-30 12:44:32, 481
2016-08-30 12:45:32, 481
2016-08-30 12:46:32, 481
2016-08-30 12:47:32, 480
2016-08-30 12:48:32, 481
2016-08-30 12:49:32, 481
2016-08-30 12:50:32, 481
2016-08-30 12:51:32, 481
2016-08-30 12:52:32, 480
2016-08-30 12:53:32, 481
2016-08-30 12:54:32, 481
2016-08-30 12:55:32, 481
2016-08-30 12:56:32, 480
2016-08-30 12:57:32, 481
2016-08-30 12:58:32, 481
2016-08-30 12:59:32, 481
2016-08-30 13:00:32, 481
2016-08-30 13:01:32, 480
2016-08-30 13:02:32, 481
2016-08-30 13:03:32, 481
2016-08-30 13:04:32, 480
2016-08-30 13:05:32, 481
2016-08-30 13:06:32, 480
2016-08-30 13:07:32, 481
2016-08-30 13:08:32, 481
2016-08-30 13:09:32, 481
2016-08-30 13:10:32, 481
2016-08-30 13:11:32, 480
2016-08-30 13:12:32, 481
2016-08-30 13:13:32, 481
2016-08-30 13:14:32, 481
2016-08-30 13:15:32, 480
2016-08-30 13:16:32, 481
2016-08-30 13:17:32, 481
2016-08-30 13:18:32, 481
2016-08-30 13:19:32, 481
2016-08-30 13:20:32, 480
2016-08-30 13:21:32, 481
2016-08-30 13:22:32, 481
2016-08-30 13:23:32, 481
2016-08-30 13:24:32, 481
2016-08-30 13:25:32, 480
2016-08-30 13:26:32, 480
2016-08-30 13:27:32, 481
2016-08-30 13:28:32, 481
2016-08-30 13:29:32, 481
2016-08-30 13:30:32, 480
2016-08-30 13:31:32, 481
2016-08-30 13:32:32, 481
2016-08-30 13:33:32, 481
2016-08-30 13:34:32, 480
2016-08-30 13:35:32, 481
2016-08-30 13:36:32, 481
2016-08-30 13:37:32, 481
2016-08-30 13:38:32, 480
2016-08-30 13:39:32, 481
2016-08-30 13:40:32, 481
2016-08-30 13:41:32, 481
2016-08-30 13:42:32, 481
2016-08-30 13:43:32, 480
2016-08-30 13:44:32, 481
2016-08-30 13:45:32, 481
2016-08-30 13:46:32, 481
2016-08-30 13:47:32, 481
2016-08-30 13:48:32, 480
2016-08-30 13:49:32, 480
2016-08-30 13:50:32, 481
2016-08-30 13:51:32, 481
2016-08-30 13:52:32, 481
2016-08-30 13:53:32, 480
2016-08-30 13:54:32, 481
2016-08-30 13:55:32, 481
2016-08-30 13:56:32, 481
2016-08-30 13:57:32, 481
2016-08-30 13:58:32, 480
2016-08-30 13:59:32, 481
2016-08-30 14:00:32, 481
2016-08-30 14:01:32, 481
2016-08-30 14:02:32, 480
2016-08-30 14:03:32, 481
2016-08-30 14:04:32, 481
2016-08-30 14:05:32, 481
2016-08-30 14:06:32, 465
2016-08-30 14:07:32, 429
2016-08-30 14:08:32, 1301
2016-08-30 14:09:32, 714
2016-08-30 14:10:32, 1132
2016-08-30 14:11:32, 810
2016-08-30 14:12:32, 850
2016-08-30 14:13:32, 476
2016-08-30 14:14:32, 420
2016-08-30 14:15:32, 477
2016-08-30 14:16:32, 481
2016-08-30 14:17:32, 481
2016-08-30 14:18:32, 480
2016-08-30 14:19:32, 481
2016-08-30 14:20:32, 417
2016-08-30 14:21:32, 452
2016-08-30 14:22:32, 481
2016-08-30 14:23:32, 481
2016-08-30 14:24:32, 481
2016-08-30 14:25:32, 480
2016-08-30 14:26:32, 481
2016-08-30 14:27:32, 481
2016-08-30 14:28:32, 481
2016-08-30 14:29:32, 480
2016-08-30 14:30:32, 481
2016-08-30 14:31:32, 481
2016-08-30 14:32:32, 481
2016-08-30 14:33:32, 1017
2016-08-30 14:34:32, 803
2016-08-30 14:35:32, 777
2016-08-30 14:36:32, 613
2016-08-30 14:37:32, 598
2016-08-30 14:38:32, 481
2016-08-30 14:39:32, 481
2016-08-30 14:40:32, 481
2016-08-30 14:41:32, 479
2016-08-30 14:42:32, 481
2016-08-30 14:43:32, 481
2016-08-30 14:44:32, 481
2016-08-30 14:45:32, 480
2016-08-30 14:46:32, 481
2016-08-30 14:47:32, 481
2016-08-30 14:48:32, 480
2016-08-30 14:49:32, 481
2016-08-30 14:50:32, 481
2016-08-30 14:51:32, 481
2016-08-30 14:52:32, 480
2016-08-30 14:53:32, 481
2016-08-30 14:54:32, 481
2016-08-30 14:55:32, 481
2016-08-30 14:56:32, 481
2016-08-30 14:57:32, 480
2016-08-30 14:58:32, 481
2016-08-30 14:59:32, 481
2016-08-30 15:00:32, 480
