 S0C    S1C    S0U    S1U      EC       EU        OC         OU       MC     MU    CCSC   CCSU   YGC     YGCT    FGC    FGCT     GCT   
76800.0 77824.0  0.0   45088.0 169472.0 159003.2  388608.0   287938.3  15744.0 15129.0 1920.0 1714.7     49    2.980   5      3.887    6.866
74240.0 76288.0 46720.0  0.0   175104.0  7261.0   388608.0   287938.3  15744.0 15135.2 1920.0 1715.2     50    3.057   5      3.887    6.944
74240.0 76288.0 46720.0  0.0   175104.0 73586.6   388608.0   287938.3  15744.0 15135.2 1920.0 1715.2     50    3.057   5      3.887    6.944
76288.0 76288.0  0.0   48384.0 175104.0 43975.6   388608.0   287938.3  15744.0 15135.2 1920.0 1715.2     51    3.123   5      3.887    7.010
75776.0 76288.0 49376.0  0.0   179712.0 10675.8   388608.0   287938.3  15744.0 15139.7 1920.0 1715.2     52    3.186   5      3.887    7.073
75776.0 76288.0 49376.0  0.0   179712.0 169207.8  388608.0   287938.3  15744.0 15139.7 1920.0 1715.2     52    3.186   5      3.887    7.073
76800.0 76288.0  0.0   50944.0 179712.0 140364.8  388608.0   287938.3  15744.0 15148.8 1920.0 1715.2     53    3.256   5      3.887    7.143
74240.0 75264.0 46848.0  0.0   184832.0 106208.3  388608.0   293754.3  15744.0 15148.8 1920.0 1715.2     54    3.350   5      3.887    7.237
72704.0 75264.0  0.0   43488.0 184832.0 10974.3   388608.0   298658.3  15744.0 15148.8 1920.0 1715.2     55    3.470   5      3.887    7.357
72704.0 75264.0  0.0   43488.0 184832.0 33250.6   388608.0   298658.3  15744.0 15148.8 1920.0 1715.2     55    3.470   5      3.887    7.357
72704.0 75264.0  0.0   43488.0 184832.0 55097.3   388608.0   298658.3  15744.0 15148.8 1920.0 1715.2     55    3.470   5      3.887    7.357
72704.0 75264.0  0.0   43488.0 184832.0 73718.5   388608.0   298658.3  15744.0 15148.8 1920.0 1715.2     55    3.470   5      3.887    7.357
72704.0 75264.0  0.0   43488.0 184832.0 93584.4   388608.0   298658.3  15744.0 15148.8 1920.0 1715.2     55    3.470   5      3.887    7.357
72704.0 75264.0  0.0   43488.0 184832.0 112562.5  388608.0   298658.3  15744.0 15148.8 1920.0 1715.2     55    3.470   5      3.887    7.357
72704.0 75264.0  0.0   43488.0 184832.0 128899.6  388608.0   298658.3  15744.0 15148.8 1920.0 1715.2     55    3.470   5      3.887    7.357
72704.0 75264.0  0.0   43488.0 184832.0 169104.8  388608.0   298658.3  15744.0 15148.8 1920.0 1715.2     55    3.470   5      3.887    7.357
68608.0 70144.0 39680.0  0.0   189440.0 127939.9  388608.0   303690.3  15744.0 15148.8 1920.0 1715.2     56    3.556   5      3.887    7.442
68608.0 70144.0 39680.0  0.0   189440.0 175660.7  388608.0   303690.3  15744.0 15148.8 1920.0 1715.2     56    3.556   5      3.887    7.442
68096.0 70144.0  0.0   36448.0 189440.0  4793.8   388608.0   308706.3  15744.0 15149.2 1920.0 1715.2     57    3.615   5      3.887    7.501
68096.0 70144.0  0.0   36448.0 189440.0 41187.5   388608.0   308706.3  15744.0 15149.2 1920.0 1715.2     57    3.615   5      3.887    7.501
68096.0 70144.0  0.0   36448.0 189440.0 62322.9   388608.0   308706.3  15744.0 15149.2 1920.0 1715.2     57    3.615   5      3.887    7.501
68096.0 70144.0  0.0   36448.0 189440.0 85583.8   388608.0   308706.3  15744.0 15149.2 1920.0 1715.2     57    3.615   5      3.887    7.501
68096.0 70144.0  0.0   36448.0 189440.0 105337.0  388608.0   308706.3  15744.0 15149.2 1920.0 1715.2     57    3.615   5      3.887    7.501
68096.0 70144.0  0.0   36448.0 189440.0 123774.3  388608.0   308706.3  15744.0 15149.2 1920.0 1715.2     57    3.615   5      3.887    7.501
68096.0 70144.0  0.0   36448.0 189440.0 142565.7  388608.0   308706.3  15744.0 15149.2 1920.0 1715.2     57    3.615   5      3.887    7.501
68096.0 70144.0  0.0   36448.0 189440.0 160124.6  388608.0   308706.3  15744.0 15149.2 1920.0 1715.2     57    3.615   5      3.887    7.501
68096.0 70144.0  0.0   36448.0 189440.0 173392.1  388608.0   308706.3  15744.0 15149.2 1920.0 1715.2     57    3.615   5      3.887    7.501
68096.0 70144.0 17824.0 36448.0 189440.0 189440.0  388608.0   312466.3  15744.0 15149.2 1920.0 1715.2     58    3.615   5      3.887    7.501
65536.0 67072.0 32992.0  0.0   192512.0 102795.2  388608.0   313930.3  15744.0 15150.9 1920.0 1715.2     58    3.697   5      3.887    7.584
66048.0 67072.0  0.0   29344.0 192512.0 66843.1   388608.0   319074.3  15744.0 15154.4 1920.0 1715.2     59    3.750   5      3.887    7.637
66048.0 66048.0 25600.0  0.0   195584.0 27495.9   388608.0   324586.3  15744.0 15154.4 1920.0 1715.2     60    3.798   5      3.887    7.685
66048.0 66048.0 25600.0  0.0   195584.0 174936.1  388608.0   324586.3  15744.0 15154.4 1920.0 1715.2     60    3.798   5      3.887    7.685
65536.0 66048.0  0.0   23456.0 195584.0 135204.2  388608.0   328594.3  15744.0 15154.4 1920.0 1715.2     61    3.876   5      3.887    7.763
65536.0 66048.0  0.0   23456.0 195584.0 176825.3  388608.0   328594.3  15744.0 15154.4 1920.0 1715.2     61    3.876   5      3.887    7.763
62976.0 64512.0 24768.0  0.0   198656.0  5204.7   388608.0   329058.3  15744.0 15154.4 1920.0 1715.2     62    3.915   5      3.887    7.801
62976.0 64512.0 24768.0  0.0   198656.0 26450.5   388608.0   329058.3  15744.0 15154.4 1920.0 1715.2     62    3.915   5      3.887    7.801
62976.0 64512.0 24768.0  0.0   198656.0 46280.8   388608.0   329058.3  15744.0 15154.4 1920.0 1715.2     62    3.915   5      3.887    7.801
62976.0 64512.0 24768.0  0.0   198656.0 62797.6   388608.0   329058.3  15744.0 15154.4 1920.0 1715.2     62    3.915   5      3.887    7.801
62976.0 64512.0 24768.0  0.0   198656.0 89816.3   388608.0   329058.3  15744.0 15154.4 1920.0 1715.2     62    3.915   5      3.887    7.801
62976.0 64512.0 24768.0  0.0   198656.0 98118.1   388608.0   329058.3  15744.0 15154.4 1920.0 1715.2     62    3.915   5      3.887    7.801
62976.0 64512.0 24768.0  0.0   198656.0 157717.9  388608.0   329058.3  15744.0 15154.4 1920.0 1715.2     62    3.915   5      3.887    7.801
63488.0 64512.0  0.0   26144.0 198656.0 107349.4  388608.0   329506.3  15744.0 15164.7 1920.0 1715.2     63    3.948   5      3.887    7.835
63488.0 64512.0  0.0   26144.0 198656.0 189620.1  388608.0   329506.3  15744.0 15164.7 1920.0 1715.2     63    3.948   5      3.887    7.835
59904.0 61952.0 27168.0  0.0   200704.0 20107.7   388608.0   330290.3  15744.0 15164.7 1920.0 1715.2     64    3.987   5      3.887    7.873
59904.0 61952.0 27168.0  0.0   200704.0 43805.2   388608.0   330290.3  15744.0 15164.7 1920.0 1715.2     64    3.987   5      3.887    7.873
59904.0 61952.0 27168.0  0.0   200704.0 65679.9   388608.0   330290.3  15744.0 15164.7 1920.0 1715.2     64    3.987   5      3.887    7.873
59904.0 61952.0 27168.0  0.0   200704.0 87636.6   388608.0   330290.3  15744.0 15164.7 1920.0 1715.2     64    3.987   5      3.887    7.873
59904.0 61952.0 27168.0  0.0   200704.0 108898.3  388608.0   330290.3  15744.0 15164.7 1920.0 1715.2     64    3.987   5      3.887    7.873
59904.0 61952.0 27168.0  0.0   200704.0 126747.4  388608.0   330290.3  15744.0 15164.7 1920.0 1715.2     64    3.987   5      3.887    7.873
59904.0 61952.0 27168.0  0.0   200704.0 140008.8  388608.0   330290.3  15744.0 15164.7 1920.0 1715.2     64    3.987   5      3.887    7.873
59904.0 61952.0 27168.0  0.0   200704.0 157235.2  388608.0   330290.3  15744.0 15164.7 1920.0 1715.2     64    3.987   5      3.887    7.873
59904.0 61952.0 27168.0  0.0   200704.0 174096.2  388608.0   330290.3  15744.0 15164.7 1920.0 1715.2     64    3.987   5      3.887    7.873
59904.0 61952.0  0.0   27456.0 200704.0 41368.8   388608.0   331850.3  15744.0 15166.1 1920.0 1715.2     65    4.026   5      3.887    7.912
59904.0 61952.0  0.0   27456.0 200704.0 199491.2  388608.0   331850.3  15744.0 15166.1 1920.0 1715.2     65    4.026   5      3.887    7.912
56832.0 58368.0 27712.0  0.0   202752.0 158113.6  388608.0   333466.3  15744.0 15166.1 1920.0 1715.2     66    4.067   5      3.887    7.953
56320.0 58368.0  0.0   28000.0 202752.0 119636.4  388608.0   335082.3  15744.0 15166.1 1920.0 1715.2     67    4.155   5      3.887    8.041
53760.0 54784.0 28224.0  0.0   206336.0 68660.7   388608.0   336754.3  15744.0 15166.1 1920.0 1715.2     68    4.240   5      3.887    8.126
53760.0 54784.0 28224.0  0.0   206336.0 110280.6  388608.0   336754.3  15744.0 15166.1 1920.0 1715.2     68    4.240   5      3.887    8.126
53760.0 54784.0 28224.0  0.0   206336.0 132529.2  388608.0   336754.3  15744.0 15166.1 1920.0 1715.2     68    4.240   5      3.887    8.126
53760.0 54784.0 28224.0  0.0   206336.0 154356.6  388608.0   336754.3  15744.0 15166.1 1920.0 1715.2     68    4.240   5      3.887    8.126
53760.0 54784.0 28224.0  0.0   206336.0 174135.1  388608.0   336754.3  15744.0 15166.1 1920.0 1715.2     68    4.240   5      3.887    8.126
53760.0 54784.0 28224.0  0.0   206336.0 193212.1  388608.0   336754.3  15744.0 15166.1 1920.0 1715.2     68    4.240   5      3.887    8.126
53760.0 54784.0 28224.0  0.0   206336.0 205063.5  388608.0   336754.3  15744.0 15166.1 1920.0 1715.2     68    4.240   5      3.887    8.126
53248.0 54784.0  0.0   28416.0 206336.0 13031.1   388608.0   338410.3  15744.0 15167.0 1920.0 1715.2     69    4.306   5      3.887    8.193
53248.0 54784.0  0.0   28416.0 206336.0 33135.3   388608.0   338410.3  15744.0 15167.0 1920.0 1715.2     69    4.306   5      3.887    8.193
53248.0 54784.0  0.0   28416.0 206336.0 136700.4  388608.0   338410.3  15744.0 15167.0 1920.0 1715.2     69    4.306   5      3.887    8.193
48640.0 51200.0 28608.0  0.0   208896.0 91491.1   388608.0   340114.3  15744.0 15167.0 1920.0 1715.2     70    4.382   5      3.887    8.269
48640.0 51200.0 28608.0  0.0   208896.0 164977.4  388608.0   340114.3  15744.0 15167.0 1920.0 1715.2     70    4.382   5      3.887    8.269
48640.0 51200.0 28608.0  0.0   208896.0 188665.1  388608.0   340114.3  15744.0 15167.0 1920.0 1715.2     70    4.382   5      3.887    8.269
49664.0 51200.0  0.0   28864.0 208896.0  4897.4   388608.0   341818.3  15744.0 15167.0 1920.0 1715.2     71    4.457   5      3.887    8.344
49664.0 51200.0  0.0   28864.0 208896.0 29246.5   388608.0   341818.3  15744.0 15167.0 1920.0 1715.2     71    4.457   5      3.887    8.344
49664.0 51200.0  0.0   28864.0 208896.0 50351.4   388608.0   341818.3  15744.0 15167.0 1920.0 1715.2     71    4.457   5      3.887    8.344
49664.0 51200.0  0.0   28864.0 208896.0 71041.1   388608.0   341818.3  15744.0 15167.0 1920.0 1715.2     71    4.457   5      3.887    8.344
49664.0 51200.0  0.0   28864.0 208896.0 90757.9   388608.0   341818.3  15744.0 15167.0 1920.0 1715.2     71    4.457   5      3.887    8.344
49664.0 51200.0  0.0   28864.0 208896.0 108467.8  388608.0   341818.3  15744.0 15167.0 1920.0 1715.2     71    4.457   5      3.887    8.344
49664.0 51200.0  0.0   28864.0 208896.0 125051.7  388608.0   341818.3  15744.0 15167.0 1920.0 1715.2     71    4.457   5      3.887    8.344
49664.0 51200.0  0.0   28864.0 208896.0 141778.0  388608.0   341818.3  15744.0 15167.0 1920.0 1715.2     71    4.457   5      3.887    8.344
49664.0 51200.0  0.0   28864.0 208896.0 174513.6  388608.0   341818.3  15744.0 15167.0 1920.0 1715.2     71    4.457   5      3.887    8.344
46080.0 48128.0 29056.0  0.0   210944.0 118794.9  388608.0   343570.3  15744.0 15167.0 1920.0 1715.2     72    4.499   5      3.887    8.385
46592.0 48128.0  0.0   29248.0 210944.0 75204.7   388608.0   345298.3  15744.0 15167.7 1920.0 1715.2     73    4.543   5      3.887    8.429
45056.0 45568.0 29376.0  0.0   214016.0 13154.3   388608.0   347082.3  15744.0 15167.7 1920.0 1715.2     74    4.617   5      3.887    8.504
45056.0 45568.0 29376.0  0.0   214016.0 140003.1  388608.0   347082.3  15744.0 15167.7 1920.0 1715.2     74    4.617   5      3.887    8.504
45056.0 45568.0 29376.0  0.0   214016.0 164971.7  388608.0   347082.3  15744.0 15167.7 1920.0 1715.2     74    4.617   5      3.887    8.504
45056.0 45568.0 29376.0  0.0   214016.0 186577.5  388608.0   347082.3  15744.0 15167.7 1920.0 1715.2     74    4.617   5      3.887    8.504
45056.0 45568.0 29376.0  0.0   214016.0 208573.8  388608.0   347082.3  15744.0 15167.7 1920.0 1715.2     74    4.617   5      3.887    8.504
44032.0 45568.0  0.0   29632.0 214016.0 16980.4   388608.0   348858.3  15744.0 15167.7 1920.0 1715.2     75    4.669   5      3.887    8.556
44032.0 45568.0  0.0   29632.0 214016.0 37037.4   388608.0   348858.3  15744.0 15167.7 1920.0 1715.2     75    4.669   5      3.887    8.556
44032.0 45568.0  0.0   29632.0 214016.0 54053.6   388608.0   348858.3  15744.0 15167.7 1920.0 1715.2     75    4.669   5      3.887    8.556
44032.0 45568.0  0.0   29632.0 214016.0 67784.0   388608.0   348858.3  15744.0 15167.7 1920.0 1715.2     75    4.669   5      3.887    8.556
44032.0 45568.0  0.0   29632.0 214016.0 80159.4   388608.0   348858.3  15744.0 15167.7 1920.0 1715.2     75    4.669   5      3.887    8.556
41472.0 43008.0 29728.0  0.0   216064.0 25391.9   388608.0   350674.3  15744.0 15175.8 1920.0 1715.2     76    4.744   5      3.887    8.631
41472.0 43008.0 29728.0  0.0   216064.0 166282.1  388608.0   350674.3  15744.0 15175.8 1920.0 1715.2     76    4.744   5      3.887    8.631
41472.0 43008.0  0.0   29888.0 216064.0 21450.8   388608.0   352498.3  15744.0 15175.8 1920.0 1715.2     77    4.820   5      3.887    8.707
41472.0 43008.0  0.0   29888.0 216064.0 42898.5   388608.0   352498.3  15744.0 15175.8 1920.0 1715.2     77    4.820   5      3.887    8.707
41472.0 43008.0  0.0   29888.0 216064.0 63825.6   388608.0   352498.3  15744.0 15175.8 1920.0 1715.2     77    4.820   5      3.887    8.707
41472.0 43008.0  0.0   29888.0 216064.0 84067.9   388608.0   352498.3  15744.0 15175.8 1920.0 1715.2     77    4.820   5      3.887    8.707
41472.0 43008.0  0.0   29888.0 216064.0 100153.5  388608.0   352498.3  15744.0 15175.8 1920.0 1715.2     77    4.820   5      3.887    8.707
41472.0 43008.0  0.0   29888.0 216064.0 119491.4  388608.0   352498.3  15744.0 15175.8 1920.0 1715.2     77    4.820   5      3.887    8.707
41472.0 43008.0  0.0   29888.0 216064.0 135849.2  388608.0   352498.3  15744.0 15175.8 1920.0 1715.2     77    4.820   5      3.887    8.707
41472.0 43008.0  0.0   29888.0 216064.0 152179.1  388608.0   352498.3  15744.0 15175.8 1920.0 1715.2     77    4.820   5      3.887    8.707
41472.0 43008.0  0.0   29888.0 216064.0 168073.0  388608.0   352498.3  15744.0 15175.8 1920.0 1715.2     77    4.820   5      3.887    8.707
41472.0 43008.0  0.0   29888.0 216064.0 182453.2  388608.0   352498.3  15744.0 15175.8 1920.0 1715.2     77    4.820   5      3.887    8.707
38912.0 40448.0 30112.0  0.0   218112.0 17318.4   388608.0   354314.3  15744.0 15175.8 1920.0 1715.2     78    4.879   5      3.887    8.766
38912.0 40448.0 30112.0  0.0   218112.0 181907.5  388608.0   354314.3  15744.0 15175.8 1920.0 1715.2     78    4.879   5      3.887    8.766
39424.0 40448.0  0.0   30272.0 218112.0 116815.2  388608.0   356146.3  15744.0 15175.8 1920.0 1715.2     79    4.923   5      3.887    8.809
38400.0 38912.0 30432.0  0.0   220672.0 45804.5   388608.0   357986.3  15744.0 15175.8 1920.0 1715.2     80    4.992   5      3.887    8.878
38400.0 38912.0 30432.0  0.0   220672.0 189137.7  388608.0   357986.3  15744.0 15175.8 1920.0 1715.2     80    4.992   5      3.887    8.878
38400.0 38912.0 30432.0  0.0   220672.0 204187.2  388608.0   357986.3  15744.0 15175.8 1920.0 1715.2     80    4.992   5      3.887    8.878
38400.0 38912.0 30432.0  0.0   220672.0 204606.6  388608.0   357986.3  15744.0 15175.8 1920.0 1715.2     80    4.992   5      3.887    8.878
37888.0 38912.0  0.0   30688.0 220672.0  4368.3   388608.0   359834.3  15744.0 15176.8 1920.0 1715.2     81    5.044   5      3.887    8.930
37888.0 38912.0  0.0   30688.0 220672.0 13145.3   388608.0   359834.3  15744.0 15176.8 1920.0 1715.2     81    5.044   5      3.887    8.930
37888.0 38912.0  0.0   30688.0 220672.0 31482.3   388608.0   359834.3  15744.0 15176.8 1920.0 1715.2     81    5.044   5      3.887    8.930
37888.0 38912.0  0.0   30688.0 220672.0 49624.6   388608.0   359834.3  15744.0 15176.8 1920.0 1715.2     81    5.044   5      3.887    8.930
37888.0 38912.0  0.0   30688.0 220672.0 67836.9   388608.0   359834.3  15744.0 15176.8 1920.0 1715.2     81    5.044   5      3.887    8.930
37888.0 38912.0  0.0   30688.0 220672.0 86588.9   388608.0   359834.3  15744.0 15176.8 1920.0 1715.2     81    5.044   5      3.887    8.930
37888.0 38912.0  0.0   30688.0 220672.0 138115.5  388608.0   359834.3  15744.0 15176.8 1920.0 1715.2     81    5.044   5      3.887    8.930
36352.0 37376.0 30816.0  0.0   222720.0 68732.2   388608.0   361714.3  15744.0 15177.0 1920.0 1715.2     82    5.089   5      3.887    8.975
36352.0 37376.0 30816.0  0.0   222720.0 214824.0  388608.0   361714.3  15744.0 15177.0 1920.0 1715.2     82    5.089   5      3.887    8.975
36864.0 37376.0  0.0   30976.0 222720.0 103550.8  388608.0   363578.3  15744.0 15177.0 1920.0 1715.2     83    5.164   5      3.887    9.051
36864.0 37376.0  0.0   30976.0 222720.0 123167.5  388608.0   363578.3  15744.0 15177.0 1920.0 1715.2     83    5.164   5      3.887    9.051
36864.0 37376.0  0.0   30976.0 222720.0 123167.5  388608.0   363578.3  15744.0 15177.0 1920.0 1715.2     83    5.164   5      3.887    9.051
36864.0 37376.0  0.0   30976.0 222720.0 123255.7  388608.0   363578.3  15744.0 15177.0 1920.0 1715.2     83    5.164   5      3.887    9.051
36864.0 37376.0  0.0   30976.0 222720.0 144546.0  388608.0   363578.3  15744.0 15177.0 1920.0 1715.2     83    5.164   5      3.887    9.051
36864.0 37376.0  0.0   30976.0 222720.0 170402.5  388608.0   363578.3  15744.0 15177.0 1920.0 1715.2     83    5.164   5      3.887    9.051
36864.0 37376.0  0.0   30976.0 222720.0 184972.7  388608.0   363578.3  15744.0 15177.0 1920.0 1715.2     83    5.164   5      3.887    9.051
36864.0 37376.0  0.0   30976.0 222720.0 214420.0  388608.0   363578.3  15744.0 15177.0 1920.0 1715.2     83    5.164   5      3.887    9.051
36864.0 37376.0  0.0   30976.0 222720.0 221602.7  388608.0   363578.3  15744.0 15177.0 1920.0 1715.2     83    5.164   5      3.887    9.051
36352.0 36864.0 31168.0  0.0   224768.0 22524.4   388608.0   365482.3  15744.0 15178.0 1920.0 1715.2     84    5.216   5      3.887    9.103
36352.0 36864.0 31168.0  0.0   224768.0 97509.6   388608.0   365482.3  15744.0 15178.0 1920.0 1715.2     84    5.216   5      3.887    9.103
36352.0 36864.0  0.0   31360.0 224768.0 22270.8   388608.0   367386.3  15744.0 15178.0 1920.0 1715.2     85    5.262   5      3.887    9.149
36352.0 36864.0  0.0   31360.0 224768.0 167122.0  388608.0   367386.3  15744.0 15178.0 1920.0 1715.2     85    5.262   5      3.887    9.149
36352.0 36352.0 31488.0  0.0   226816.0 33209.1   388608.0   369314.3  15744.0 15178.0 1920.0 1715.2     86    5.345   5      3.887    9.231
36352.0 36352.0 31488.0  0.0   226816.0 33209.1   388608.0   369314.3  15744.0 15178.0 1920.0 1715.2     86    5.345   5      3.887    9.231
36352.0 36352.0 31488.0  0.0   226816.0 139243.3  388608.0   369314.3  15744.0 15178.0 1920.0 1715.2     86    5.345   5      3.887    9.231
36352.0 36352.0 31488.0  0.0   226816.0 158952.8  388608.0   369314.3  15744.0 15178.0 1920.0 1715.2     86    5.345   5      3.887    9.231
36352.0 36352.0 31488.0  0.0   226816.0 178489.2  388608.0   369314.3  15744.0 15178.0 1920.0 1715.2     86    5.345   5      3.887    9.231
36352.0 36352.0 31488.0  0.0   226816.0 197034.5  388608.0   369314.3  15744.0 15178.0 1920.0 1715.2     86    5.345   5      3.887    9.231
36352.0 36352.0 31488.0  0.0   226816.0 206034.4  388608.0   369314.3  15744.0 15178.0 1920.0 1715.2     86    5.345   5      3.887    9.231
36352.0 36352.0 31488.0  0.0   226816.0 222782.9  388608.0   369314.3  15744.0 15178.0 1920.0 1715.2     86    5.345   5      3.887    9.231
35840.0 36352.0  0.0   31648.0 226816.0 18003.3   388608.0   371234.3  15744.0 15178.0 1920.0 1715.2     87    5.403   5      3.887    9.290
35840.0 36352.0  0.0   31648.0 226816.0 36098.7   388608.0   371234.3  15744.0 15178.0 1920.0 1715.2     87    5.403   5      3.887    9.290
35840.0 36352.0  0.0   31648.0 226816.0 161115.3  388608.0   371234.3  15744.0 15178.0 1920.0 1715.2     87    5.403   5      3.887    9.290
35840.0 35840.0 31808.0  0.0   228864.0 83972.5   388608.0   373178.3  15744.0 15180.1 1920.0 1715.2     88    5.480   5      3.887    9.367
35840.0 35840.0 31808.0  0.0   228864.0 160871.6  388608.0   373178.3  15744.0 15180.1 1920.0 1715.2     88    5.480   5      3.887    9.367
35840.0 35840.0 31808.0  0.0   228864.0 160871.6  388608.0   373178.3  15744.0 15180.1 1920.0 1715.2     88    5.480   5      3.887    9.367
35840.0 35840.0  0.0   31936.0 228864.0 40905.7   388608.0   375138.3  15744.0 15180.1 1920.0 1715.2     89    5.549   5      3.887    9.436
