11:19:52 AM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:39:44 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:39:47 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:39:50 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:39:53 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:39:56 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:39:59 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:40:02 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:40:05 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:40:08 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:40:11 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:40:14 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:40:17 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:40:20 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:40:23 AM  1000     27717    2.67    1.33    0.00    4.00     1  java
11:40:26 AM  1000     27717   11.33    3.67    0.00   15.00     1  java
11:40:29 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:40:32 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:40:35 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:40:38 AM  1000     27717    0.33    0.33    0.00    0.67     1  java
11:40:41 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:40:44 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:40:47 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:40:50 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:40:53 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:40:56 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:40:59 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:41:02 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:41:05 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:41:08 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:41:11 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:41:14 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:41:17 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:41:20 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:41:23 AM  1000     27717    2.00    0.33    0.00    2.33     1  java
11:41:26 AM  1000     27717   13.67    3.00    0.00   16.67     1  java
11:41:29 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:41:32 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:41:35 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:41:38 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:41:41 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:41:44 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:41:47 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:41:50 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:41:53 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:41:56 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:41:59 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:42:02 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:42:05 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:42:08 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:42:11 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:42:14 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:42:17 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:42:20 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:42:23 AM  1000     27717    1.33    0.67    0.00    2.00     1  java
11:42:26 AM  1000     27717   13.00    4.33    0.00   17.33     1  java
11:42:29 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:42:32 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:42:35 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:42:38 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:42:41 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:42:44 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:42:47 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:42:50 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:42:53 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:42:56 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:42:59 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:43:02 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:43:05 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:43:08 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:43:11 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:43:14 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:43:17 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:43:20 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:43:23 AM  1000     27717    1.33    0.67    0.00    2.00     1  java
11:43:26 AM  1000     27717   15.33    4.67    0.00   20.00     1  java
11:43:29 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:43:32 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:43:35 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:43:38 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:43:41 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:43:44 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:43:47 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:43:50 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:43:53 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:43:56 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:43:59 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:44:02 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:44:05 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:44:08 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:44:11 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:44:14 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:44:17 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:44:20 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:44:23 AM  1000     27717    4.33    0.33    0.00    4.67     1  java
11:44:26 AM  1000     27717   28.33    4.67    0.00   33.00     1  java
11:44:29 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:44:32 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:44:35 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:44:38 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:44:41 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:44:44 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:44:47 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:44:50 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:44:53 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:44:56 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:44:59 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:45:02 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:45:05 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:45:08 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:45:11 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:45:14 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:45:17 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:45:20 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:45:23 AM  1000     27717    2.67    1.33    0.00    4.00     1  java
11:45:26 AM  1000     27717   12.33    3.67    0.00   16.00     1  java
11:45:29 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:45:32 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:45:35 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:45:38 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:45:41 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:45:44 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:45:47 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:45:50 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:45:53 AM  1000     27717    0.33    0.33    0.00    0.67     1  java
11:45:56 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:45:59 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:46:02 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:46:05 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:46:08 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:46:11 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:46:14 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:46:17 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:46:20 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:46:23 AM  1000     27717    2.00    1.67    0.00    3.67     1  java
11:46:26 AM  1000     27717   12.33    3.33    0.00   15.67     1  java
11:46:29 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:46:32 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:46:35 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:46:38 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:46:41 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:46:44 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:46:47 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:46:50 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:46:53 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:46:56 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:46:59 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:47:02 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:47:05 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:47:08 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:47:11 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:47:14 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:47:17 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:47:20 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:47:23 AM  1000     27717    3.67    0.67    0.00    4.33     1  java
11:47:26 AM  1000     27717   11.33    4.00    0.00   15.33     1  java
11:47:29 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:47:32 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:47:35 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:47:38 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:47:41 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:47:44 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:47:47 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:47:50 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:47:53 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:47:56 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:47:59 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:48:02 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:48:05 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:48:08 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:48:11 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:48:14 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:48:17 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:48:20 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:48:23 AM  1000     27717    1.00    1.00    0.00    2.00     1  java
11:48:26 AM  1000     27717   12.00    5.00    0.00   17.00     1  java
11:48:29 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:48:32 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:48:35 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:48:38 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:48:41 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:48:44 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:48:47 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:48:50 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:48:53 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:48:56 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:48:59 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:49:02 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:49:05 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:49:08 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:49:11 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:49:14 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:49:17 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:49:20 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:49:23 AM  1000     27717   10.67    1.00    0.00   11.67     1  java
11:49:26 AM  1000     27717   32.33    5.33    0.00   37.67     1  java
11:49:29 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:49:32 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:49:35 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:49:38 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:49:41 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:49:44 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:49:47 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:49:50 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:49:53 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:49:56 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:49:59 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:50:02 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:50:05 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:50:08 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:50:11 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:50:14 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:50:17 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:50:20 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:50:23 AM  1000     27717    2.33    0.67    0.00    3.00     1  java
11:50:26 AM  1000     27717   12.00    3.33    0.00   15.33     1  java
11:50:29 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:50:32 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:50:35 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:50:38 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:50:41 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:50:44 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:50:47 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:50:50 AM  1000     27717    0.33    0.33    0.00    0.67     1  java
11:50:53 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:50:56 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:50:59 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:51:02 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:51:05 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:51:08 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:51:11 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:51:14 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:51:17 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:51:20 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:51:23 AM  1000     27717    2.00    1.67    0.00    3.67     1  java
11:51:26 AM  1000     27717   11.33    5.33    0.00   16.67     1  java
11:51:29 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:51:32 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:51:35 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:51:38 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:51:41 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:51:44 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:51:47 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:51:50 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:51:53 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:51:56 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:51:59 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:52:02 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:52:05 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:52:08 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:52:11 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:52:14 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:52:17 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:52:20 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:52:23 AM  1000     27717    2.33    1.33    0.00    3.67     1  java
11:52:26 AM  1000     27717   11.00    4.00    0.00   15.00     1  java
11:52:29 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:52:32 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:52:35 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:52:38 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:52:41 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:52:44 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:52:47 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:52:50 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:52:53 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:52:56 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:52:59 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:53:02 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:53:05 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:53:08 AM  1000     27717    0.33    0.33    0.00    0.67     1  java
11:53:11 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:53:14 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:53:17 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:53:20 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:53:23 AM  1000     27717    2.67    1.00    0.00    3.67     1  java
11:53:26 AM  1000     27717   11.67    3.67    0.00   15.33     1  java
11:53:29 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:53:32 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:53:35 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:53:38 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:53:41 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:53:44 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:53:47 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:53:50 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:53:53 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:53:56 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:53:59 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:54:02 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:54:05 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:54:08 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:54:11 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:54:14 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:54:17 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:54:20 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:54:23 AM  1000     27717    1.67    1.00    0.00    2.67     1  java
11:54:26 AM  1000     27717   13.67    5.33    0.00   19.00     1  java
11:54:29 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:54:32 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:54:35 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:54:38 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:54:41 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:54:44 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:54:47 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:54:50 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:54:53 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:54:56 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:54:59 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:55:02 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:55:05 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:55:08 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:55:11 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:55:14 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:55:17 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:55:20 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:55:23 AM  1000     27717    2.67    1.67    0.00    4.33     1  java
11:55:26 AM  1000     27717    9.33    4.67    0.00   14.00     1  java
11:55:29 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:55:32 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:55:35 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:55:38 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:55:41 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:55:44 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:55:47 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:55:50 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:55:53 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:55:56 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:55:59 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:56:02 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:56:05 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:56:08 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:56:11 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:56:14 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:56:17 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:56:20 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:56:23 AM  1000     27717    1.00    1.33    0.00    2.33     1  java
11:56:26 AM  1000     27717   12.33    6.00    0.00   18.33     1  java
11:56:29 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:56:32 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:56:35 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:56:38 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:56:41 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:56:44 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:56:47 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:56:50 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:56:53 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:56:56 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:56:59 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:57:02 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:57:05 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:57:08 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:57:11 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:57:14 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:57:17 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:57:20 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:57:23 AM  1000     27717    3.33    1.00    0.00    4.33     1  java
11:57:26 AM  1000     27717    9.33    4.33    0.00   13.67     1  java
11:57:29 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:57:32 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:57:35 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:57:38 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:57:41 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:57:44 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:57:47 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:57:50 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:57:53 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:57:56 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:57:59 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:58:02 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:58:05 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:58:08 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:58:11 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:58:14 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:58:17 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:58:20 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:58:23 AM  1000     27717    1.33    1.00    0.00    2.33     1  java
11:58:26 AM  1000     27717   11.33    3.67    0.00   15.00     1  java
11:58:29 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:58:32 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:58:35 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:58:38 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:58:41 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:58:44 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:58:47 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:58:50 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:58:53 AM  1000     27717    0.33    0.33    0.00    0.67     1  java
11:58:56 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:58:59 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:59:02 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:59:05 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:59:08 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:59:11 AM  1000     27717    0.33    0.33    0.00    0.67     1  java
11:59:14 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:59:17 AM  1000     27717    0.00    0.33    0.00    0.33     1  java
11:59:20 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:59:23 AM  1000     27717    2.67    1.33    0.00    4.00     1  java
11:59:26 AM  1000     27717   13.33    4.67    0.00   18.00     1  java
11:59:29 AM  1000     27717    0.33    0.00    0.00    0.33     1  java
11:59:32 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
11:59:35 AM  1000     27717    0.00    0.00    0.00    0.00     1  java
