01:27:15 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
02:00:51 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:00:54 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:00:57 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:01:00 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:01:03 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:01:06 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:01:09 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:01:12 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:01:15 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:01:18 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:01:21 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:01:24 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:01:27 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:01:30 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:01:33 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:01:36 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:01:39 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:01:42 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:01:45 PM  1000     29330    2.67    1.00    0.00    3.67     0  java
02:01:48 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:01:51 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:01:54 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:01:57 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:02:00 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:02:03 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:02:06 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:02:09 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:02:12 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:02:15 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:02:18 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:02:21 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:02:24 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:02:27 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:02:30 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:02:33 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:02:36 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:02:39 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:02:42 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:02:45 PM  1000     29330    2.00    0.67    0.00    2.67     0  java
02:02:48 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:02:51 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:02:54 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:02:57 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:03:00 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:03:03 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:03:06 PM  1000     29330    0.33    0.33    0.00    0.67     0  java
02:03:09 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:03:12 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:03:15 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:03:18 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:03:21 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:03:24 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:03:27 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:03:30 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:03:33 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:03:36 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:03:39 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:03:42 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:03:45 PM  1000     29330    2.33    0.33    0.00    2.67     0  java
02:03:48 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:03:51 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:03:54 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:03:57 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:04:00 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:04:03 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:04:06 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:04:09 PM  1000     29330    0.33    0.33    0.00    0.67     0  java
02:04:12 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:04:15 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:04:18 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:04:21 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:04:24 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:04:27 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:04:30 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:04:33 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:04:36 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:04:39 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:04:42 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:04:45 PM  1000     29330    3.00    1.33    0.00    4.33     0  java
02:04:48 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:04:51 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:04:54 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:04:57 PM  1000     29330    0.33    0.33    0.00    0.67     0  java
02:05:00 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:05:03 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:05:06 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:05:09 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:05:12 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:05:15 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:05:18 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:05:21 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:05:24 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:05:27 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:05:30 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:05:33 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:05:36 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:05:39 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:05:42 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:05:45 PM  1000     29330    1.33    0.67    0.00    2.00     0  java
02:05:48 PM  1000     29330    2.00    0.00    0.00    2.00     0  java
02:05:51 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:05:54 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:05:57 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:06:00 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:06:03 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:06:06 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:06:09 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:06:12 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:06:15 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:06:18 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:06:21 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:06:24 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:06:27 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:06:30 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:06:33 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:06:36 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:06:39 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:06:42 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:06:45 PM  1000     29330    4.00    0.67    0.00    4.67     0  java
02:06:48 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:06:51 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:06:54 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:06:57 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:07:00 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:07:03 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:07:06 PM  1000     29330    0.33    0.33    0.00    0.67     0  java
02:07:09 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:07:12 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:07:15 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:07:18 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:07:21 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:07:24 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:07:27 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:07:30 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:07:33 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:07:36 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:07:39 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:07:42 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:07:45 PM  1000     29330    2.67    0.33    0.00    3.00     0  java
02:07:48 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:07:51 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:07:54 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:07:57 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:08:00 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:08:03 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:08:06 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:08:09 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:08:12 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:08:15 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:08:18 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:08:21 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:08:24 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:08:27 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:08:30 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:08:33 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:08:36 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:08:39 PM  1000     29330    0.00    0.67    0.00    0.67     0  java
02:08:42 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:08:45 PM  1000     29330    4.00    0.33    0.00    4.33     0  java
02:08:48 PM  1000     29330    7.33    0.00    0.00    7.33     0  java
02:08:51 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:08:54 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:08:57 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:09:00 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:09:03 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:09:06 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:09:09 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:09:12 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:09:15 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:09:18 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:09:21 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:09:24 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:09:27 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:09:30 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:09:33 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:09:36 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:09:39 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:09:42 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:09:45 PM  1000     29330    2.67    0.33    0.00    3.00     0  java
02:09:48 PM  1000     29330    0.00    0.67    0.00    0.67     0  java
02:09:51 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:09:54 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:09:57 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:10:00 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:10:03 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:10:06 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:10:09 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:10:12 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:10:15 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:10:18 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:10:21 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:10:24 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:10:27 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:10:30 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:10:33 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:10:36 PM  1000     29330    0.33    0.33    0.00    0.67     0  java
02:10:39 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:10:42 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:10:45 PM  1000     29330    2.67    0.67    0.00    3.33     0  java
02:10:48 PM  1000     29330    0.67    0.00    0.00    0.67     0  java
02:10:51 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:10:54 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:10:57 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:11:00 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:11:03 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:11:06 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:11:09 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:11:12 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:11:15 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:11:18 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:11:21 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:11:24 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:11:27 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:11:30 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:11:33 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:11:36 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:11:39 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:11:42 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:11:45 PM  1000     29330    2.33    1.00    0.00    3.33     0  java
02:11:48 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:11:51 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:11:54 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:11:57 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:12:00 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:12:03 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:12:06 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:12:09 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:12:12 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:12:15 PM  1000     29330    0.33    0.33    0.00    0.67     0  java
02:12:18 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:12:21 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:12:24 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:12:27 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:12:30 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:12:33 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:12:36 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:12:39 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:12:42 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:12:45 PM  1000     29330    3.00    0.67    0.00    3.67     0  java
02:12:48 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:12:51 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:12:54 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:12:57 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:13:00 PM  1000     29330    3.54    0.96    0.00    4.50     0  java
02:13:03 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:13:06 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:13:09 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:13:12 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:13:15 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:13:18 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:13:21 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:13:24 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:13:27 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:13:30 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:13:33 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:13:36 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:13:39 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:13:42 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:13:45 PM  1000     29330   11.67    1.33    0.00   13.00     0  java
02:13:48 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:13:51 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:13:54 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:13:57 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:14:00 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:14:03 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:14:06 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:14:09 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:14:12 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:14:15 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:14:18 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:14:21 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:14:24 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:14:27 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:14:30 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:14:33 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:14:36 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:14:39 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:14:42 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:14:45 PM  1000     29330    3.00    0.33    0.00    3.33     0  java
02:14:48 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:14:51 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:14:54 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:14:57 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:15:00 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:15:03 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:15:06 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:15:09 PM  1000     29330    0.33    0.33    0.00    0.67     0  java
02:15:12 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:15:15 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:15:18 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:15:21 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:15:24 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:15:27 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:15:30 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:15:33 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:15:36 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:15:39 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:15:42 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:15:45 PM  1000     29330    8.33    0.33    0.00    8.67     0  java
02:15:48 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:15:51 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:15:54 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:15:57 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:16:00 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:16:03 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:16:06 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:16:09 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:16:12 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:16:15 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:16:18 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:16:21 PM  1000     29330    0.33    0.33    0.00    0.67     0  java
02:16:24 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:16:27 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:16:30 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:16:33 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:16:36 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:16:39 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:16:42 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:16:45 PM  1000     29330    3.00    0.67    0.00    3.67     0  java
02:16:48 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:16:51 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:16:54 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:16:57 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:17:00 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:17:03 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:17:06 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:17:09 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:17:12 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:17:15 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:17:18 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:17:21 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:17:24 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:17:27 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:17:30 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:17:33 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:17:36 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:17:39 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:17:42 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:17:45 PM  1000     29330   13.67    1.33    0.00   15.00     0  java
02:17:48 PM  1000     29330   14.00    0.67    0.00   14.67     0  java
02:17:51 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:17:54 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:17:57 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:18:00 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:18:03 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:18:06 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:18:09 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:18:12 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:18:15 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:18:18 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:18:21 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:18:24 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:18:27 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:18:30 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:18:33 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:18:36 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:18:39 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:18:42 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:18:45 PM  1000     29330    7.67    1.33    0.00    9.00     0  java
02:18:48 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:18:51 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:18:54 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:18:57 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:19:00 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:19:03 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:19:06 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:19:09 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:19:12 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:19:15 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:19:18 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:19:21 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:19:24 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:19:27 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:19:30 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:19:33 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:19:36 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:19:39 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:19:42 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:19:45 PM  1000     29330   11.67    0.67    0.00   12.33     0  java
02:19:48 PM  1000     29330   50.00    1.00    0.00   51.00     0  java
02:19:51 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:19:54 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:19:57 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:20:00 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:20:03 PM  1000     29330    0.33    0.33    0.00    0.67     0  java
02:20:06 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:20:09 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:20:12 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:20:15 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:20:18 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:20:21 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:20:24 PM  1000     29330    0.33    0.00    0.00    0.33     0  java
02:20:27 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:20:30 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:20:33 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:20:36 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
02:20:39 PM  1000     29330    0.00    0.33    0.00    0.33     0  java
02:20:42 PM  1000     29330    0.00    0.00    0.00    0.00     0  java
