Linux 3.13.0-85-generic (euca-10-2-122-221) 	09/12/2016 	_x86_64_	(4 CPU)

01:31:52 AM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
01:41:17 AM  1000     15925   20.00    0.67    0.00   20.67     0  java
01:41:20 AM  1000     15925   10.67    1.00    0.00   11.67     0  java
01:41:23 AM  1000     15925    7.67    0.67    0.00    8.33     0  java
01:41:26 AM  1000     15925   15.67    1.33    0.00   17.00     0  java
01:41:29 AM  1000     15925   42.00    4.00    0.00   46.00     0  java
01:41:32 AM  1000     15925   97.00   11.33    0.00  108.33     0  java
01:41:35 AM  1000     15925   92.00   11.33    0.00  103.33     0  java
01:41:38 AM  1000     15925   96.00    9.67    0.00  105.67     0  java
01:41:41 AM  1000     15925   92.33    8.67    0.00  101.00     0  java
01:41:44 AM  1000     15925   96.67    9.33    0.00  106.00     0  java
01:41:47 AM  1000     15925   92.36    9.97    0.00  102.33     0  java
01:41:50 AM  1000     15925   18.67    1.33    0.00   20.00     0  java
01:41:53 AM  1000     15925   27.00    2.67    0.00   29.67     0  java
01:41:56 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:41:59 AM  1000     15925   24.67    1.67    0.00   26.33     0  java
01:42:02 AM  1000     15925   24.33    2.33    0.00   26.67     0  java
01:42:05 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:42:08 AM  1000     15925   28.67    2.00    0.00   30.67     0  java
01:42:11 AM  1000     15925   20.33    2.33    0.00   22.67     0  java
01:42:14 AM  1000     15925    0.33    0.33    0.00    0.67     0  java
01:42:17 AM  1000     15925   19.00    1.33    0.00   20.33     0  java
01:42:20 AM  1000     15925    6.67    0.67    0.00    7.33     0  java
01:42:23 AM  1000     15925   11.33    0.67    0.00   12.00     0  java
01:42:26 AM  1000     15925   14.67    1.67    0.00   16.33     0  java
01:42:29 AM  1000     15925   20.33    2.67    0.00   23.00     0  java
01:42:32 AM  1000     15925   90.33   10.33    0.00  100.67     0  java
01:42:35 AM  1000     15925   98.00    7.33    0.00  105.33     0  java
01:42:38 AM  1000     15925   91.67    7.67    0.00   99.33     0  java
01:42:41 AM  1000     15925   97.00    8.33    0.00  105.33     0  java
01:42:44 AM  1000     15925   11.33    1.00    0.00   12.33     0  java
01:42:47 AM  1000     15925   23.67    2.33    0.00   26.00     0  java
01:42:50 AM  1000     15925    1.67    0.67    0.00    2.33     0  java
01:42:53 AM  1000     15925   20.67    1.33    0.00   22.00     0  java
01:42:56 AM  1000     15925   22.33    1.67    0.00   24.00     0  java
01:42:59 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:43:02 AM  1000     15925   17.33    2.33    0.00   19.67     0  java
01:43:05 AM  1000     15925   22.00    2.00    0.00   24.00     0  java
01:43:08 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:43:11 AM  1000     15925   18.00    2.33    0.00   20.33     0  java
01:43:14 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:43:17 AM  1000     15925   17.67    2.33    0.00   20.00     0  java
01:43:20 AM  1000     15925   16.33    1.67    0.00   18.00     0  java
01:43:23 AM  1000     15925    2.00    0.00    0.00    2.00     0  java
01:43:26 AM  1000     15925   17.00    2.33    0.00   19.33     0  java
01:43:29 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:43:32 AM  1000     15925   12.67    1.00    0.00   13.67     0  java
01:43:35 AM  1000     15925   99.67   11.00    0.00  110.67     0  java
01:43:38 AM  1000     15925   89.00   12.00    0.00  101.00     0  java
01:43:41 AM  1000     15925   98.00   10.00    0.00  108.00     0  java
01:43:44 AM  1000     15925   93.67   10.00    0.00  103.67     0  java
01:43:47 AM  1000     15925   96.33   10.00    0.00  106.33     0  java
01:43:50 AM  1000     15925   90.67    6.67    0.00   97.33     0  java
01:43:53 AM  1000     15925   91.00   10.00    0.00  101.00     0  java
01:43:56 AM  1000     15925    8.33    0.67    0.00    9.00     0  java
01:43:59 AM  1000     15925   17.33    1.33    0.00   18.67     0  java
01:44:02 AM  1000     15925    0.33    0.33    0.00    0.67     0  java
01:44:05 AM  1000     15925    2.00    0.00    0.00    2.00     0  java
01:44:08 AM  1000     15925   21.00    2.33    0.00   23.33     0  java
01:44:11 AM  1000     15925   10.67    1.00    0.00   11.67     0  java
01:44:14 AM  1000     15925    0.33    0.00    0.00    0.33     0  java
01:44:17 AM  1000     15925   15.33    2.00    0.00   17.33     0  java
01:44:20 AM  1000     15925   18.33    1.00    0.00   19.33     0  java
01:44:23 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:44:26 AM  1000     15925   21.00    1.33    0.00   22.33     0  java
01:44:29 AM  1000     15925    3.99    0.66    0.00    4.65     0  java
01:44:32 AM  1000     15925   15.67    1.33    0.00   17.00     0  java
01:44:35 AM  1000     15925   18.00    2.00    0.00   20.00     0  java
01:44:38 AM  1000     15925   24.00    1.33    0.00   25.33     0  java
